TAC;manufacturer;model;aka;os;year;lte
35169505;Nokia;Nokia X2;RM-694, Nokia X2-02;Symbian;2012;0
35169705;Nokia;Nokia X2;RM-694, Nokia X2-02;Symbian;2012;0
35169905;Nokia;NOKIA C1;RM-643, NOKIA C1-02, RM-643, C1-02;Symbian;2011;0
35170004;Samsung;B2100;GT, GT-B2100 Xplorer;Proprietary;2010;0
35170407;Samsung;Samsung GT;Samsung GT-S7580;Android;2015;
35170507;Samsung;Samsung SM;Samsung SM-G530FZ;Android;2015;1
35170607;Samsung;Samsung SM;Samsung SM-G530H/DV;Android;2015;
35170701;Sony Ericsson;K800i and K800c;AAD-3022031-BV, K800i and K800c, K800c,K800i, K800c Ericsson, K800c K800i;Proprietary;2006;0
35170706;Nokia;112, Nokia 1120;RM-837, 112, Nokia 1120;S40;2013;
35170707;Samsung;Samsung SM;Samsung SM-G530H/DV;Android;2015;
35170807;Samsung;Samsung SM;Samsung SM-G800F;Android;2015;1
35170808;Samsung;Samsung SM;Samsung SM-N930FD;Android;2016;1
35170906;Nokia;RM;RM-970, RM-970, Nokia 220;S30;2013;
35171005;Sony Ericsson;Sony Ericsson LT26i Xperia S;AAD-3880120-AV, Sony Ericsson LT26i Xperia S;Proprietary;2011;0
35171100;Elcom;0102B3;Fahrzeuggerat M-Toll, 0102B3, 0102B3, MobilityGmbHv 0102B3;Proprietary;2003;0
35171306;Nokia;Nokia C2;RM-724, Nokia C2-05;S40;2013;
35171506;Nokia;210;RM-928, 210.2, Asha 210, Nokia 210;S40;2013;
35171606;Nokia;206, Nokia 2060;RM-872, 206, Nokia 2060;S40;2013;
35171706;Nokia;206, Nokia 2060;RM-872, 206, Nokia 2060;S40;2013;
35171805;Samsung;Samsung GT;Samsung GT-E1182;Proprietary;2011;0
35171806;Nokia;105, Nokia 1050;RM-908, 105, Nokia 1050;S30;2013;
35171807;Samsung;Samsung SM;Samsung SM-G361F;Android,MTK;2015;1
35171905;Samsung;Samsung GT;Samsung GT-E1182;Proprietary;2011;0
35172205;Samsung;Samsung GT;Samsung GT-I9001, I9001 Galaxy S Plus;Proprietary;2011;0
35172207;Samsung;Samsung SM;Samsung SM-G361H/DS;Android,LinkIT;2015;
35172306;Nokia;RM;RM-944, RM-944, Nokia 108;S30;2013;
35172405;Samsung;Samsung GT;Samsung GT-S5830;Proprietary;2011;0
35172406;Nokia;RM;RM-944, RM-944, Nokia 108;S30;2013;
35172500;Cec;CECT C600;CECT C600, CECT C600, TelecomCo. Ltd. CECT C600;Proprietary;2003;0
35172505;Samsung;Samsung GT;Samsung GT-S5830;Proprietary;2011;0
35172606;Nokia;RM;RM-944, RM-944, Nokia 108;S30;2013;
35172705;Samsung;Samsung GT;Samsung GT-C6712, C6712 Star II Duos;Proprietary;2011;0
35172706;Nokia;RM;RM-944, RM-944, Nokia 108;S30;2013;
35172806;Nokia;RM;RM-945, RM-945, Nokia 108;S30;2013;
35172905;Samsung;Samsung GT;Samsung GT-S5570;Proprietary;2011;0
35172906;Nokia;206, Nokia 2060;RM-872, 206, Nokia 2060;S40;2013;
35173006;Nokia;206, Nokia 2060;RM-872, 206, Nokia 2060;S40;2013;
35173406;Nokia;Nokia Lumia 925, Lumia 925;RM-892, Nokia Lumia 925, Lumia 925, 925.1, 925.4;Windows Phone;2013;1
35173508;Kvd International Group;DOOGEE X5 MAX;X5 MAX, DOOGEE X5 MAX;Android;2016;
35173705;Samsung;Samsung GT;Samsung GT-S5300;Proprietary;2011;0
35173706;Nokia;520, Lumia 520, Nokia 520;RM-914, 520, Lumia 520, Nokia 520;Windows Phone;2014;
35174005;Samsung;Samsung GT;Samsung GT-S5570I;Proprietary;2011;0
35174406;Nokia;Nokia 301;RM-840, Nokia 301.1, RM-840, 301.1, RM840;S40;2013;
35174605;Samsung;Samsung GT;Samsung GT-I9250M, I9250M Galaxy Nexus;Proprietary;2011;0
35174628;Unknown;Unknown;;;;
35174708;Lg;LG;LG-K350nds;Android;2016;1
35175004;Samsung;GT;GT-S5230, GT-S5230 Star, ElectronicsS5230 Star;Proprietary;2010;0
35175104;Samsung;GT;GT-I9000, GT-i9000 Galaxy S, ElectronicsI9000 Galaxy S;Proprietary;2010;0
35175806;Blackberry Limited;BlackBerry 9720;RFU81UW (FDD I,II,V/VI,VIII) (Generic), BlackBerry 9720;Blackberry;2013;
35175807;Adonxpress Limited;ByXpress MPhone;;Android;2015;
35176007;Archos Sa;Archos 40d Titanium, 50c Neon;Europe, Archos 40d Titanium, 50c Neon, 40d Titanium (AC40DTI), 50c Neon (AC50CNE);Android;2015;
35177000;Samsung;SGH;SGH-C100;Proprietary;2003;0
35177606;Samsung;Samsung SM;Samsung SM-N9005;Android;2013;1
35177704;Telit Communications Spa;GE865;GE865-QUAD;Proprietary;2010;0
35177706;Samsung;GALAXY Y GT;GALAXY Y GT-S5360;Android,MTK;2013;
35177806;Samsung;GALAXY GRAND GT;GALAXY GRAND GT-I9082;Android,MTK;2013;
35178104;Samsung;GT;GT-S8500, GT-S8500 Wave, S8500Wave;Proprietary;2010;0
35178503;Lg;KP500, KP500Q;KP500 Cookie, KP500 Cookie, ElectronicsKP500 Cookie;Proprietary;2008;0
35178906;Samsung;Samsung GT;Samsung GT-I9060;Android;2013;
35179106;Samsung;Samsung GT;Samsung GT-E1200M;Android;2013;
35179505;Samsung;Samsung GT;Samsung GT-I8160;Proprietary;2011;0
35179603;Sony Ericsson;K330;AAA-1002062-BV, K330, K330, K330c Ericsson, K330c K330i;Proprietary;2008;0
35179903;Samsung;E1100;GT, GT-E1100, ElectronicsE1100 Guru;Proprietary;2008;0
35179906;Samsung;Samsung SM;Samsung SM-T325;Android;2013;1
35180407;Samsung;Galaxy Grand Prime SM;Galaxy Grand Prime SM-G531F;;2015;1
35180708;Samsung;Samsung SM;Samsung SM-J500FN;Android;2016;1
35180806;Acer;Liquid Z200, Liquid Z205;Acer Liquid Z7, Liquid Z200, Liquid Z205, Z200, Z205;Android,None;2013;
35180903;Sony Ericsson;W715;AAD-3880025-BV, W715, W715, W715 Ericsson;Proprietary;2008;0
35180906;Acer;Acer Liquid Z4;Acer Liquid Z4, Z160;;2013;
35181107;Samsung;Samsung SM;Samsung SM-J500H/DS;Android,MTK;2015;
35181207;Samsung;Samsung SM;Samsung SM-J500H/DS;;2015;
35181605;Htc;HTC PK76100;;Proprietary;2011;0
35181689;Unknown;Unknown;;;;
35182005;Samsung;Samsung GT;Samsung GT-E1080W;Proprietary;2011;0
35182205;Samsung;Samsung GT;Samsung GT-I9100, I9100 Galaxy S II;Proprietary;2011;0
35182305;Samsung;Samsung GT;Samsung GT-N7000, N7000 Galaxy Note;Proprietary;2011;0
35182405;Samsung;Samsung GT;Samsung GT-S5360;Proprietary;2011;0
35182408;Samsung;GALAXY A3 2016 SM;GALAXY A3 2016 SM-A310F;Android;2016;1
35182707;Microsoft Mobile Oy;RM;RM-1104, RM-1104, Microsoft Lumia 950;Windows Phone;2015;1
35182806;Sierrawireless;Sierra Wireless  HiLoV2,  HiLoNC V2;;;2013;
35182907;Microsoft Mobile Oy;Nokia RM;Nokia RM-944, Nokia 108;Windows Phone;2015;
35183006;Sony;SONY C5303;PM-0350-BV, SONY C5303 - Xperia SP;Android;2013;1
35183007;Microsoft Mobile Oy;Nokia RM;Nokia RM-944, Nokia 108;Windows Phone;2015;
35183207;Microsoft Mobile Oy;RM;RM-1116, RM-1116, Microsoft Lumia 950 XL;Windows Phone;2015;1
35183307;Microsoft Mobile Oy;Nokia RM;Nokia RM-1035, 130, Nokia 130;S30;2015;
35183406;Prestigio Plaza Limited;Prestigio MultiPhone PAP7500;"Prestigio MultiPhone PAP7500;PAP7500BLACK32GB;PAP7500WHITE32GB;PAP7500BLACK16GB;PAP7500WHITE16GB, PSP7507 BK D;PSP7507 WH D;PSP7507 BK E;PSP7507 WH E";;2013;
35183407;Microsoft Mobile Oy;RM;RM-1137, RM-1137, Nokia 222;;2015;
35183507;Microsoft Mobile Oy;RM;RM-1136, RM-1136, Nokia 222 Dual SIM;;2015;
35184307;Microsoft Mobile Oy;RM;RM-1110, Nokia 215 Dual SIM;;2015;
35184707;Microsoft Mobile Oy;RM;RM-1141, Microsoft Lumia 540 Dual SIM;Windows Phone;2015;
35184905;Samsung;Samsung GT;Samsung GT-E2250, E2550;Proprietary;2011;0
35185107;Microsoft Mobile Oy;RM;RM-1118, RM-1118, Microsoft Lumia 950;Windows Phone;2015;1
35185205;Samsung;Samsung GT;Samsung GT-S5360;Proprietary;2011;0
35185206;Blackberry Limited;BlackBerry Passport, SQW100;RGY181LW (UMTS FDD I, II, IV, V/VI, VIII) (LTE FDD 1, 2, 3, 4, 5, 7, 8, 13, 17, 20) (Generic), BlackBerry Passport, SQW100-1, RGY181LW;Blackberry;2013;1
35185307;Microsoft Mobile Oy;RM;RM-1067, Lumia 640 XL Dual SIM;Windows Phone;2015;
35185407;Microsoft Mobile Oy;Nokia RM;Nokia RM-1011, Nokia 225 Dual Sim;S30;2015;
35185500;Siemens;A55;S30880-S5750-**-**, A55, A50, S30880-S5110, A55, AGA55 S30880-S5750, A55S30880-S5750;Proprietary;2003;0
35185501;Nokia;Nokia 5500d;RM-86, Nokia 5500d, 5500 Sport, 5500?,5500d,RM-86, 5500 Sport, 5500Sport 5500d RM-86 (BB5), 5500 Sport 5500dRM-86 (BB5);Symbian;2006;0
35185507;Microsoft Mobile Oy;Nokia RM;Nokia RM-1011, Nokia 225 Dual Sim;S30;2015;
35185607;Microsoft Mobile Oy;Nokia RM;Nokia RM-944, Nokia 108;S30;2015;
35185707;Microsoft Mobile Oy;Nokia RM;Nokia RM-944, Nokia 108;S30;2015;
35185801;Nokia;3120;RH-19, 3120, 3100, 3120,RH-19, 3100RH-19 (DCT-4);Symbian;2006;0
35185807;Microsoft Mobile Oy;RM;RM-1072, Lumia 640 LTE;Windows Phone;2015;1
35185907;Microsoft Mobile Oy;Nokia RM;Nokia RM-908, 105, Nokia 1050;S30;2015;
35186007;Microsoft Mobile Oy;Nokia RM;Nokia RM-1035, 130, Nokia 130;S30;2015;
35186105;Samsung;Samsung GT;Samsung GT-E1200;Proprietary;2011;0
35186107;Microsoft Mobile Oy;RM;RM-1090, Microsoft Lumia 535 Dual SIM;Windows Phone;2015;
35186207;Microsoft Mobile Oy;RM;RM-1038, Nokia Lumia 735;Windows Phone;2015;
35186505;Samsung;Samsung GT;Samsung GT-S5830;Proprietary;2011;0
35186506;Sierrawireless;AirPrime Q2687;;;2013;
35186807;Microsoft Mobile Oy;Nokia RM;Nokia RM-969, Nokia 220;S30;2015;
35186904;Huawei;MG323;Huawei Mg323;Proprietary;2010;0
35186905;Samsung;Samsung GT;Samsung GT-I9300;Proprietary;2011;0
35187005;Sony Ericsson;Sony Ericsson LT18i;AAD-3880097-AV, Sony Ericsson LT18i, LT18i Xperia arc S;Proprietary;2011;0
35187202;Samsung;SGH;SGH-F480, SGH-F480V, SGH-F480F488 Tocco, SGH-F480 F488 Tocco;Proprietary;2007;0
35187305;Samsung;Samsung SGH;Samsung SGH-I747;Proprietary;2011;1
35187307;Microsoft Mobile Oy;Nokia RM;Nokia RM-1035, 130, Nokia 130;S30;2015;
35187401;Nokia;1110i;RH-64, 1110i, RH-93, 1110i, 1110iRH-93 (DCT-4);Symbian;2006;0
35187407;Microsoft Mobile Oy;RM;RM-1110, Nokia 215 Dual SIM;S30;2015;
35187805;Samsung;Samsung STAR 3 GT;Samsung STAR 3 GT-S5220;Proprietary;2011;0
35188007;Htc;HTC Desire 626G dual sim;HTC Desire 626G dual sim, 0PM1100;Android;2015;
35188101;Nokia;6070;RM-166, 6070, 6070b,RM-166,RM-167, 6070RM-166 (DCT-4);Symbian;2006;0
35188106;Samsung;Samsung SM;Samsung SM-G900T;Android;2013;1
35188201;Nokia;NOKIA 7370;RM-70, NOKIA 7370, RM-70, 7370, 7370RM-70 (BB5);Symbian;2006;0
35188303;Sony Ericsson;T280i;AAA-1002081-BV, T280i, T280i, T280i Ericsson;Proprietary;2008;0
35188405;Samsung;Samsung GT;Samsung GT-E2350B;Proprietary;2011;0
35188606;Samsung;Samsung GT;Samsung GT-I9195;Android;2013;1
35188906;Samsung;Samsung SC;Samsung SC-04F;Android,Linux OpenWRT;2013;1
35189005;Samsung;Samsung GT;Samsung GT-S5229;Proprietary;2011;0
35189106;Samsung;Samsung GT;Samsung GT-C3520I;;2013;
35189201;Nokia;Nokia E50;RM-170, Nokia E50-1, E50-1,E50-2,RM-170,RM-171, E50-1RM-170 (BB5);Symbian;2006;0
35189305;Research In Motion;Blackberry 8520;RCG41GW (Generic), Blackberry 8520, BlackBerry 8520 Curve;Blackberry;2011;0
35189306;Samsung;Samsung GT;Samsung GT-I8200;Android;2013;
35189505;Lg;LG Optimus L3, LG;LG Optimus L3, LG-E400;Proprietary;2011;0
35189508;Motorola Mobility Llc,;INDR003045;;Android;2016;1
35189801;Nokia;1600;RH-64, 1600, 1610,RH-64, 1600, 1600RH-64 (DCT-4);Symbian;2006;0
35190501;Cinterion Wireless Modules;GSM Cellular Engine;AC65, GSM Cellular Engine, Gsm Cellular Engine;Proprietary;2006;0
35190506;United Mobile;Voice V177 V175 V165 V155;;;2013;
35190605;Sony Ericsson;Sony Ericsson SO;AAD-3880132-BV, Sony Ericsson SO-03D, SO-03D Xperia arc;Proprietary;2011;0
35191206;Htc;HTC Desire 310;HTC 0PA2110, HTC Desire 310;Android;2013;
35191303;Samsung;E1360B;Samsung E1360b, Samsung E1360b, SGH-E1360B;Proprietary;2008;0
35191305;Motorola Mobility;Motorola M0C4D, XT615, XT685, MOTOLUXE;M0C4D, Motorola M0C4D, XT615, XT685, MOTOLUXE, Motorola M0C4D XT615 XT685 MOTOLUXE;Symbian;2012;0
35191405;Motorola Mobility;Motorola M0C5B, XT320, XT321, DEFY MINI;M0C5B, Motorola M0C5B, XT320, XT321, DEFY MINI, Motorola M0C5B XT320 XT321 DEFY MINI;Symbian;2012;0
35191606;Htc;HTC Desire 310 dual sim;HTC 0PA2210, HTC Desire 310 dual sim;Android;2013;
35193005;Nokia;Nokia C2;RM-704, Nokia C2-00;Symbian;2012;0
35193107;Bullitt Group Limited;CAT S40;;Android;2015;1
35193205;Nokia;Nokia 101, Nokia 1010;RM-769, Nokia 101, Nokia 1010, 1010,RM-769, Nokia 101 Nokia 1010;Symbian;2012;0
35193206;Samsung;Samsung SM;Samsung SM-G900S;Android;2013;1
35193305;Nokia;Nokia X2;RM-618, Nokia X2-00, RM-618,X2-00, Nokia X2-00;Symbian;2012;0
35193307;Bullitt Group Limited;CAT S30;;;2015;1
35193403;Nokia;5310 XpressMusic;RM-303, 5310 XpressMusic, 5310b XpressMusic,RM-303,RM-304, 5310 XpressMusic, 5310XpressMusic RM-303 (BB5), 5310 XpressMusicRM-303 (BB5);Symbian;2009;0
35193404;Telit Communications Spa;GE864;GE864-QUAD V2, Telit Gc864, Telit Gc864-quadv2;Proprietary;2010;0
35193505;Nokia;Nokia C3;RM-614, Nokia C3-00, C3-00,C3-00.2,RM-614, Nokia C3-00;Symbian;2012;0
35193605;Nokia;Nokia C2;RM-721, Nokia C2-01;Symbian;2012;0
35193705;Nokia;Nokia C1;RM-607, Nokia C1-01, C1-03, C1-03,RM-607, Nokia C1-01 C1-03;Symbian;2012;0
35193805;Nokia;Nokia 7230;RM-604, Nokia 7230, 7230-1c,RM-598,RM-604, Nokia 7230;Symbian;2012;0
35193806;Samsung;Samsung SGH;Samsung SGH-T599N;Android;2013;
35193903;Nokia;3110c;RM-237, 3110c, 3110 classic, 3110c,RM-237, 3110 Classic, 3110cRM-237 (BB5);Symbian;2009;0
35193905;Nokia;Nokia 900, Nokia 900;RM-823, Nokia 900, Nokia 900, Nokia 900 Nokia 900;Symbian;2012;0
35194003;Nokia;E71;RM-346, E71-1, E71-1,E71-2,E71-3,E71x,RM-346,RM-357,RM-407,RM-462,RM-493, E71-1RM-346 (BB5);Symbian;2009;0
35194005;Nokia;Nokia 100, Nokia 1000;RH-130, Nokia 100, Nokia 1000, 1000,RH-130, Nokia 100 Nokia 1000;Symbian;2012;0
35194105;Nokia;Nokia 100, Nokia 1000;RH-130, Nokia 100, Nokia 1000, 1000,RH-130, Nokia 100 Nokia 1000;Symbian;2012;0
35194106;Samsung;GALAXY S3 GT;GALAXY S3 GT-I9300;;2013;
35194107;Blu Products Inc;BLU LIFE ONE XL;;Android;2015;1
35194200;Siemens;A60;S30880-S5870-** / Lion Light, A60, L55, A60, AGA60 / L55 S30880-S5870, A60 / L55S30880-S5870;Proprietary;2003;0
35194203;Nokia;7100s, 7100s;RM-438, 7100s, 7100s-2, 7100 Supernova, 7100s,7100s-2,RM-438, 7100 Supernova, 7100s7100s-2 RM-438, 7100s 7100s-2RM-438;Symbian;2009;0
35194205;Nokia;Nokia 100, Nokia 1000;RH-130, Nokia 100, Nokia 1000, 1000,RH-130, Nokia 100 Nokia 1000;Symbian;2012;0
35194206;Samsung;Samsung GT;Samsung GT-S6310N;Android;2013;
35194305;Nokia;Nokia 100, Nokia 1000;RH-130, Nokia 100, Nokia 1000, 1000,RH-130, Nokia 100 Nokia 1000;Symbian;2012;0
35194503;Nokia;1661;RH-122, 1661-2, 1662-2, 1662, 1661-2,1662,1662-2,RH-122, 16611661-2  1662  1662-2 RH-122 (DCT4), 16611661-216621662-2 RH-122 (DCT4), 1661 1661-2 1662 1662-2RH-122 (DCT4);Symbian;2009;0
35194703;Nokia;1209;RH-105, 1209, 1208, 1209,RH-105, 12081209  RH-105 (DCT-4+), 12081209RH-105 (DCT-4+), 1208 1209RH-105 (DCT-4+);Symbian;2009;0
35195201;Motorola;MQ4;MQ4-4411E11, V325, V235, V235V237 MQ4-4411E11, V235 V237MQ4-4411E11;Proprietary;2006;0
35195205;Nokia;Nokia C2;RM-724, Nokia C2-05, C2-01.5,C2-05 Touch,RM-722,RM-724,Type, Nokia C2-05;Symbian;2012;0
35195207;Samsung;Samsung GT;Samsung GT-E1200I;;2015;
35195303;Nokia;1680c, 1680c;RM-394, 1680c, 1680c-2, 1680 classic, 1680c,1680c-2,RM-394, 1680c1680c-2 RM-394 (DCT-4+), 1680c 1680c-2RM-394 (DCT-4+);Symbian;2009;0
35195400;Siemens;MC60;S30880-S5760-**-**, MC60, Cellular Engine MC60, AGMC60;Proprietary;2003;0
35195403;Nokia;6600s;RM-414, 6600s-1c, 6600 slide, 6600s,6600s-1c,RM-414,RM-415, 6600 Slide, 6600s-1cRM-414 (BB5);Symbian;2009;0
35195503;Nokia;6300;RM-217, 6300, 6300b,RM-217,RM-222, 6300RM-217 (BB5);Symbian;2009;0
35195505;Nokia;Nokia 306, Asha 306, Nokia 3060;RM-767, Nokia 306, Asha 306, Nokia 3060, Nokia 306 Asha 306 Nokia 3060;Symbian;2012;0
35195507;Samsung;Galaxy Core Prime SM;Galaxy Core Prime SM-G361H;;2015;
35195605;Nokia;700, Nokia 700 RM;700, Nokia 700 RM-670, RM-670, 700 Nokia 700 RM-670;Symbian;2012;0
35195700;Ericsson;T610;AAB-1021011-BV, T610, T618, T610, T610 Ericsson T618, T610 T616 T618;Proprietary;2003;0
35195703;Nokia;1650;RM-305, 1650, RM-305, 1650, 1650RM-305 (DCT-4+);Symbian;2009;0
35195705;Nokia;Nokia C1;RM-607, Nokia C1-01, C1-03, C1-03,RM-607, Nokia C1-01 C1-03;Symbian;2012;0
35195903;Nokia;N95;RM-320, N95-2, N95-1,N95-2,N95-3,N95-4,RM-159,RM-160,RM-245,RM-320,RM-421, N95-2RM-320 (BB5);Symbian;2009;0
35195905;Nokia;Nokia X2;RM-694, Nokia X2-02;Symbian;2012;0
35196303;Nokia;3110c;RM-237, 3110c, 3110 classic, 3110c,RM-237, 3110 Classic, 3110cRM-237 (BB5);Symbian;2009;0
35196403;Nokia;5730s;RM-465, 5730s-1, 5730 XpressMusic, 5730s-1,RM-465, 5730 XpressMusic, 5730s-1XpressMusic RM-465 (BB5), 5730s-1 XpressMusicRM-465 (BB5);Symbian;2009;0
35196405;Nokia;Nokia 300, Nokia 3000;RM-781, Nokia 300, Nokia 3000, Asha 300, 300,3000,RM-781, Nokia 300 Nokia 3000;Symbian;2012;0
35196505;Nokia;Nokia 808, Nokia 808;RM-807, Nokia 808, Nokia 808, Nokia 808 Nokia 808;Symbian;2012;0
35196508;Samsung;Samsung SM;Samsung SM-J105H/DS;Android;2016;
35196803;Nokia;1650;RM-305, 1650, RM-305, 1650, 1650RM-305 (DCT-4+);Symbian;2009;0
35196807;Samsung;Samsung SM;Samsung SM-J700M/DS;;2015;1
35196901;Motorola;CC3;CC3-41C61, C139, C113,C113a,C114,C115,C116,C117,C118,C118v,C119,C121,C122,C140,CC3-41C11,CC3-41C61, C139, C139C140 CC3-41C61, C139 C140CC3-41C61;Proprietary;2006;0
35197003;Nokia;1208,1209;RH-105, 1208,1209, 1209,RH-105, 1208, 12081209  RH-105 (DCT-4+), 12081209RH-105 (DCT-4+), 1208 1209RH-105 (DCT-4+);Symbian;2009;0
35197008;Samsung;Samsung SM;Samsung SM-G903F;Android;2016;1
35197103;Nokia;2760;RM-258, 2760, RM-258, 2760, 2760RM-258 (DCT-4);Symbian;2009;0
35197105;Nokia;Nokia C2;RM-721, Nokia C2-01;Symbian;2012;0
35197303;Nokia;6300;RM-217, 6300, 6300b,RM-217,RM-222, 6300RM-217 (BB5);Symbian;2009;0
35197804;Nokia;1661;RH-122, 1661-2,1661, 1661-2,1662,1662-2,RH-122, MobilePhones  1661  1661-2  1662  1662-2 RH-122 (DCT4), MobilePhones16611661-216621662-2 RH-122 (DCT4);Symbian;2010;0
35198004;Nokia;1208;RH-105, 1208, 1209,RH-105, 1208, MobilePhones  1208 1209  RH-105 (DCT-4+), MobilePhones1208 1209RH-105 (DCT-4+);Symbian;2010;0
35198106;Apple;Apple iPhone 5S;Apple iPhone 5S (A1530);iOS;2013;1
35198204;Nokia;2330c, 2330c;RM-512, 2330c, 2330c-2, 2330 classic, 2330c,2330c-2,2332c,RM-512, 2330 Classic, MobilePhones 2330c 2330c-2 2332c RM-512 (BB5);Symbian;2010;0
35198404;Nokia;C3;RM-614, C3-00, C3-00,C3-00.2,RM-614, C3-00RM-614;Symbian;2010;0
35198504;Nokia;2730c;RM-578, 2730c-1,2730c, 2730 classic, 2730c,2730c-1,2730c-1b,RM-578,RM-579, 2730 Classic, MobilePhones 2730c-1 2730c RM-578;Symbian;2010;0
35198506;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2013;1
35198606;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2013;1
35198706;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2013;1
35198804;Nokia;5230;RM-588, 5230, 5230, 52305233  Nuron RM-588 (BB5), 52305233Nuron RM-588 (BB5);Symbian;2010;0
35198806;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2013;1
35198904;Nokia;7020a;RM-497, 7020a-2, 7020, 7020a-2,RM-497, MobilePhones 7020a-2  7020  RM-497, MobilePhones 7020a-27020RM-497;Symbian;2010;0
35198906;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2013;1
35199404;Nokia;2700c, 2700c;RM-561, 2700c, 2700c-2, 2700 classic, 2700c,2700c-2,RM-561, 2700 Classic, MobilePhones 2700c 2700c-2 RM-561;Symbian;2010;0
35199604;Nokia;Nokia E52;RM-469, Nokia E52-1, E52, E52-1,E52-2,RM-469,RM-481, MobilePhones E52-1 RM-469;Symbian;2010;0
35200006;Apple;Apple iPhone 5S;Apple iPhone 5S (A1453);iOS;2013;1
35200304;Nokia;5130, 5130c;RM-495, 5130, 5130c-2, 5130 XpressMusic, 5130,5130c-2,5146,RM-495,RM-496, 5130 Xpress Music, MobilePhones  5130  5130c-2 RM-495 (BB5), MobilePhones51305130c-2 RM-495 (BB5);Symbian;2010;0
35200306;Apple;Apple iPhone 5S;Apple iPhone 5S (A1453);iOS;2013;1
35200405;Samsung;Samsung SGH;Samsung SGH-I727R, I727R Galaxy S II LTE;Proprietary;2011;1
35200406;Apple;Apple iPhone 5S;Apple iPhone 5S (A1453);iOS;2013;1
35200506;Apple;Apple iPhone 5S;Apple iPhone 5S (A1533);iOS;2013;1
35200507;Apple;Apple iPhone 5C;Apple iPhone 5C (A1507);iOS;2015;1
35200604;Nokia;X6;RM-559, X6-00, RM-551,RM-552,RM-559,X6 32GB Comes,X6-00,X6-00.1,X6-00m, MobilePhones X6-00 RM-559;Symbian;2010;0
35200607;Apple;Apple iPhone 5C;Apple iPhone 5C (A1507);iOS;2015;1
35200801;Samsung;SGH;SGH-E370;Proprietary;2006;0
35201004;Nokia;2690;RM-635, 2690, RM-635, 2690, MobilePhones  2690  RM-635, MobilePhones2690RM-635;Symbian;2010;0
35201104;Nokia;2220s;RM-590, 2220s, 2220 slide, 2220s,RM-590, 2220 Slide, MobilePhones 2220s RM-590;Symbian;2010;0
35201200;Option;Globetrotter;Globetrotter, Globetrotter, InternationalGlobetrotter;Proprietary;2003;0
35201204;Nokia;5800d;RM-356, 5800d-1, 5800 XpressMusic, 5800,5800d-1,5800d-1b,5800i,RM-356,RM-427,RM-428,RM-602, 5800 XpressMusic, MobilePhones 5800d-1 RM-356;Symbian;2010;0
35201404;Nokia;5230;RM-588, 5230, 5230 Nuron,5230-1b,5230-1c,5230-1d,5235,5238,RM-588,RM-593,RM-594,RM-629, MobilePhones  5230 5235  Comes With Music RM-588 (BB5), MobilePhones5230 5235Comes With Music RM-588 (BB5);Symbian;2010;0
35201407;Apple;Apple iPhone 6;Apple iPhone 6 (A1549);iOS;2015;1
35201506;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2013;1
35201606;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2013;1
35201607;Apple;Apple iPhone 6;Apple iPhone 6 (A1549);iOS;2015;1
35201704;Nokia;1616;RH-125, 1616-2, 1616, 1616-2,RH-125, MobilePhones 1616-2  1616  RH-125, MobilePhones 1616-21616RH-125;Symbian;2010;0
35201706;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2013;1
35201707;Apple;Apple iPhone 6;Apple iPhone 6 (A1549);iOS;2015;1
35201806;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2013;1
35201904;Nokia;2700c, 2700c;RM-561, 2700c, 2700c-2, 2700 classic, 2700c,2700c-2,RM-561, 2700 Classic, MobilePhones 2700c 2700c-2 RM-561;Symbian;2010;0
35201906;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2013;1
35202100;Siemens;Cellular Engine MC55;S30880-S8360-A100-*, Cellular Engine MC55, Cellular Engine MC55, AGMC55 Cellular Engine, MC55Cellular Engine;Proprietary;2003;0
35202104;Nokia;7230;RM-604, 7230, 7230-1c,RM-598,RM-604, MobilePhones  7230  RM-604, MobilePhones7230RM-604;Symbian;2010;0
35202106;Apple;Apple iPhone 5S;Apple iPhone 5S (A1530);iOS;2013;1
35202200;Siemens;Cellular Engine MC55;S30880-S8360-A100-*, Cellular Engine MC55, Cellular Engine MC55, AGMC55 Cellular Engine, MC55Cellular Engine;Proprietary;2003;0
35202203;Sony Ericsson;C905;AAD-3352021-BV, C905, C905, C905 Ericsson C905c C905c no 3G, C905 C905a C905cC905c no 3G;Proprietary;2008;0
35202204;Nokia;2330c, 2330c;RM-512, 2330c, 2330c-2, 2330 classic, 2330c,2330c-2,2332c,RM-512, 2330 Classic, MobilePhones 2330c 2330c-2 2332c RM-512 (BB5);Symbian;2010;0
35202206;Apple;Apple iPhone 5S;Apple iPhone 5S (A1530);iOS;2013;1
35202307;Apple;Apple iPhone 6;Apple iPhone 6 (A1586);iOS;2015;1
