zip;city;sex;age;category;magenta_1;sim_4g;arpu
4244;Újfehértó;M;24;LAK;0;1;1
1195;Budapest;M;26;LAK;0;1;1
4031;Debrecen;F;;LAK;0;0;2
5600;Békéscsaba;;;SMB;0;1;1
1215;Budapest;M;49;LAK;0;1;1
1147;Budapest;M;22;LAK;0;1;2
4060;Balmazújváros;;;SMB;0;1;1
2870;Kisbér;;;TSS;0;1;1
3043;Egyházasdengeleg;M;;LAK;0;0;1
5430;Tiszaföldvár;M;21;LAK;0;1;1
3580;Tiszaújváros;M;34;LAK;0;1;3
6500;Baja;F;39;LAK;0;0;1
9181;Kimle;M;55;LAK;0;1;3
5100;Jászberény;F;43;LAK;0;1;1
7100;Szekszárd;F;;LAK;0;0;1
2151;Fót;F;;LAK;0;0;1
5000;Szolnok;;;TSS;0;1;1
1013;Budapest;M;46;SH+;0;1;1
8000;Székesfehérvár;;;TSS;0;1;1
5243;Tiszaderzs;;;TSS;0;1;2
8999;Zalalövő;M;40;LAK;0;0;1
9023;Győr;F;64;LAK;0;1;1
9144;Kóny;M;36;LAK;0;1;3
1041;Budapest;M;28;LAK;0;1;3
3400;Mezőkövesd;F;57;LAK;0;0;1
9791;Torony;F;37;LAK;0;0;1
4138;Komádi;M;42;LAK;0;1;1
1165;Budapest;F;80;LAK;1;1;1
2100;Gödöllő;;;SH+;0;0;1
2085;Pilisvörösvár;M;19;LAK;0;1;1
9025;Győr;F;39;LAK;0;1;3
4002;Debrecen;F;37;LAK;0;1;1
4522;Nyírtass;F;31;LAK;0;0;1
5300;Karcag;;;SH+;0;1;1
4262;Nyíracsád;F;46;LAK;0;1;1
9776;Püspökmolnári;M;31;LAK;0;1;1
6353;Dusnok;;;SMB;0;0;1
1042;Budapest;;;SH+;0;1;1
5600;Békéscsaba;F;28;LAK;0;1;1
6120;Kiskunmajsa;;;LAK;0;1;1
1215;Budapest;M;49;LAK;0;1;1
8360;Keszthely;F;87;LAK;0;0;1
9241;Jánossomorja;F;48;LAK;0;1;2
9100;Tét;F;48;LAK;0;1;1
2120;Dunakeszi;M;49;LAK;0;1;1
2481;Velence;F;31;LAK;0;1;3
8060;Mór;F;;LAK;0;0;1
4300;Nyírbátor;M;46;LAK;0;0;1
2162;Őrbottyán;F;55;LAK;0;0;2
2610;Nőtincs;F;44;LAK;0;1;2
5553;Kondoros;;;SMB;0;1;1
4320;Nagykálló;F;22;LAK;0;1;1
2766;Tápiószele;M;55;LAK;0;1;2
9756;Ikervár;M;63;LAK;0;0;1
5420;Túrkeve;F;60;LAK;0;0;1
1139;Budapest;F;;LAK;0;0;1
6723;Szeged;F;54;LAK;0;1;1
3400;Mezőkövesd;F;60;LAK;0;1;3
3551;Ónod;M;34;LAK;0;1;3
1076;Budapest;F;67;LAK;0;1;1
2030;Érd;F;;LAK;0;0;1
8295;Taliándörögd;M;62;LAK;0;1;2
1031;Budapest;F;56;LAK;0;1;2
1136;Budapest;M;69;LAK;0;1;3
2026;Visegrád;M;69;LAK;1;1;1
2132;Göd;;;TSS;0;0;1
1087;Budapest;;;TSS;0;1;1
1066;Budapest;;;TSS;0;1;1
8943;Bocfölde;M;56;LAK;0;0;1
2373;Dabas;M;34;LAK;0;1;1
8900;Zalaegerszeg;F;64;LAK;0;1;1
2013;Pomáz;;;TSS;0;1;1
6000;Kecskemét;M;54;LAK;0;1;1
6800;Hódmezővásárhely;M;66;LAK;0;1;1
1121;Budapest;F;62;LAK;0;1;1
4400;Nyíregyháza;F;44;LAK;0;1;1
6724;Szeged;;;TSS;0;1;1
1116;Budapest;;;TSS;0;1;1
1215;Budapest;M;49;LAK;0;1;1
6078;Jakabszállás;F;44;LAK;0;1;1
2750;Nagykőrös;M;35;LAK;0;1;1
1062;Budapest;;;SMB;0;1;2
1042;Budapest;;;SH+;0;1;1
1013;Budapest;M;46;LAK;0;1;2
6000;Kecskemét;M;55;LAK;0;1;2
3450;Mezőcsát;F;24;LAK;0;0;1
6791;Szeged;M;37;LAK;0;1;1
1214;Budapest;F;48;LAK;0;0;1
7400;Kaposvár;;;SH+;0;1;1
1215;Budapest;M;49;LAK;0;1;1
8000;Székesfehérvár;M;;LAK;0;0;3
8761;Pacsa;M;46;LAK;0;1;1
2660;Balassagyarmat;F;;LAK;0;0;1
6411;Zsana;F;58;LAK;0;1;2
5920;Csorvás;;;TSS;0;1;1
8229;Csopak;;;TSS;0;1;1
7095;Iregszemcse;M;58;LAK;0;1;1
1044;Budapest;;;TSS;0;1;5
3809;Abaújszolnok;;;SH+;0;1;1
8866;Petrivente;F;64;LAK;0;1;2
1013;Budapest;F;46;LAK;0;1;1
1027;Budapest;;;LAK;0;1;1
5600;Békéscsaba;M;68;LAK;0;1;2
1119;Budapest;F;20;LAK;0;0;1
8330;Sümeg;M;31;LAK;0;1;4
3534;Miskolc;M;51;LAK;0;0;1
7623;Pécs;F;26;LAK;0;1;1
4541;Nyírjákó;M;27;LAK;0;1;1
2521;Csolnok;;;SMB;0;0;1
4220;Hajdúböszörmény;M;38;LAK;0;1;1
1215;Budapest;M;49;LAK;0;1;1
1201;Budapest;M;55;LAK;0;1;1
4171;Sárrétudvari;;;SMB;0;1;1
1213;Budapest;M;35;LAK;0;1;1
2400;Dunaújváros;;;TSS;0;1;1
6600;Szentes;M;26;LAK;0;1;1
2700;Cegléd;M;45;LAK;0;1;1
1211;Budapest;M;42;LAK;0;0;1
6723;Szeged;M;41;LAK;0;1;1
4531;Nyírpazony;;;SH+;0;1;3
6077;Orgovány;M;25;LAK;0;1;1
8400;Ajka;M;26;LAK;0;1;1
2600;Vác;;;SH+;0;0;3
4456;Tiszadob;F;29;LAK;0;0;1
9962;Csörötnek;;;SMB;0;1;1
8000;Székesfehérvár;F;37;LAK;0;0;1
1042;Budapest;;;SH+;0;1;1
5000;Szolnok;;;SH+;0;0;1
8000;Székesfehérvár;M;45;LAK;0;0;2
2132;Göd;;;TSS;0;1;1
1037;Budapest;;;SMB;0;1;1
3780;Edelény;F;40;LAK;0;1;2
2100;Gödöllő;;;SH+;0;1;3
1013;Budapest;M;46;LAK;0;1;1
8698;Pamuk;M;43;LAK;0;1;1
1211;Budapest;M;42;LAK;0;0;1
9700;Szombathely;;;SH+;0;1;1
7030;Paks;M;42;LAK;0;1;1
1181;Budapest;F;43;LAK;0;1;2
1051;Budapest;;;TSS;0;1;1
6344;Hajós;M;;LAK;0;0;1
2941;Ács;F;38;LAK;0;1;1
5340;Kunhegyes;F;30;LAK;0;1;2
5475;Csépa;M;45;LAK;0;1;1
8747;Garabonc;F;58;LAK;0;1;2
1161;Budapest;M;49;LAK;0;1;1
1154;Budapest;F;40;LAK;0;1;1
1114;Budapest;;;TSS;0;1;1
8060;Mór;M;30;LAK;0;1;1
5130;Jászapáti;M;60;LAK;0;0;1
2100;Gödöllő;F;;LAK;0;0;1
7975;Kétújfalu;M;56;LAK;0;1;1
2100;Gödöllő;;;SH+;0;1;2
8200;Veszprém;F;67;LAK;0;1;1
9970;Szentgotthárd;F;39;LAK;0;1;2
7700;Mohács;;;SMB;0;1;1
1119;Budapest;;;TSS;0;1;2
9028;Győr;M;;SH+;0;0;1
8174;Balatonkenese;M;55;LAK;0;1;1
1211;Budapest;M;42;LAK;0;1;5
1215;Budapest;M;49;LAK;0;1;1
8000;Székesfehérvár;;;LAK;0;1;1
1048;Budapest;F;39;LAK;0;1;2
4002;Debrecen;F;24;LAK;0;1;1
1131;Budapest;F;44;LAK;0;0;1
1141;Budapest;M;70;LAK;0;1;1
1013;Budapest;M;46;LAK;0;1;2
8000;Székesfehérvár;M;41;LAK;0;1;2
8200;Veszprém;M;25;LAK;0;0;1
6041;Kerekegyháza;;;SH+;0;0;1
8000;Székesfehérvár;;;SMB;0;1;1
1042;Budapest;;;SH+;0;1;1
1162;Budapest;F;63;LAK;0;1;1
1215;Budapest;M;49;LAK;0;1;1
1062;Budapest;F;64;LAK;0;1;1
1426;Budapest;;;TSS;0;1;5
4200;Hajdúszoboszló;M;38;LAK;0;1;1
1075;Budapest;;;SMB;0;1;4
6635;Szegvár;M;62;LAK;0;1;2
9739;Pusztacsó;M;;LAK;0;0;1
1215;Budapest;M;49;LAK;0;1;1
5900;Orosháza;M;40;LAK;0;1;2
1368;Budapest;;;TSS;0;1;1
8200;Veszprém;M;59;LAK;0;1;1
1181;Budapest;M;47;LAK;0;1;2
8230;Balatonfüred;F;22;LAK;0;1;1
1116;Budapest;;;SMB;0;1;1
8056;Bakonycsernye;M;44;LAK;1;1;2
2030;Érd;;;SH+;0;1;1
1024;Budapest;;;SMB;0;1;3
5350;Tiszafüred;M;56;LAK;0;1;1
7400;Kaposvár;M;59;LAK;0;1;2
9231;Máriakálnok;M;40;LAK;0;1;1
6622;Nagymágocs;F;40;LAK;0;0;2
1042;Budapest;;;SH+;0;1;1
3394;Egerszalók;M;77;LAK;0;0;1
5100;Jászberény;M;42;LAK;0;1;1
2100;Gödöllő;F;24;LAK;0;1;2
4634;Aranyosapáti;M;30;LAK;0;1;1
4931;Tarpa;F;48;LAK;0;1;3
1037;Budapest;F;63;LAK;0;1;1
2234;Maglód;F;;LAK;0;0;1
6640;Csongrád;M;58;LAK;0;1;1
9300;Csorna;F;28;LAK;0;1;1
4200;Hajdúszoboszló;F;;LAK;0;0;1
1013;Budapest;M;46;LAK;0;1;1
1042;Budapest;;;SH+;0;1;2
2225;Üllő;F;42;LAK;0;1;3
8000;Székesfehérvár;M;47;LAK;0;1;2
1037;Budapest;;;SMB;0;1;1
8109;Tés;F;40;LAK;0;1;1
1087;Budapest;;;TSS;0;1;1
1211;Budapest;M;42;LAK;0;0;1
6800;Hódmezővásárhely;F;24;LAK;0;1;2
2162;Őrbottyán;F;35;LAK;0;0;1
1215;Budapest;M;49;LAK;0;1;1
2316;Tököl;M;44;LAK;0;1;1
1048;Budapest;F;47;LAK;1;1;1
7694;Hosszúhetény;;;SMB;0;1;1
2740;Abony;M;21;LAK;0;1;1
4600;Kisvárda;F;31;LAK;0;1;3
8229;Csopak;;;TSS;0;1;1
1162;Budapest;M;62;LAK;0;0;1
8600;Siófok;F;43;LAK;0;1;1
8454;Nyirád;M;37;LAK;0;1;3
9200;Mosonmagyaróvár;;;SMB;0;1;1
1188;Budapest;M;57;LAK;0;1;1
1146;Budapest;;;LAK;0;0;2
4561;Baktalórántháza;F;20;LAK;0;1;1
3396;Kerecsend;M;31;LAK;0;1;5
6454;Bácsborsód;;;SMB;0;1;2
8127;Aba;M;39;LAK;0;1;1
1119;Budapest;M;40;LAK;0;0;2
1087;Budapest;;;TSS;0;1;1
2234;Maglód;F;47;LAK;0;0;1
2310;Szigetszentmiklós;M;47;LAK;0;0;1
1087;Budapest;;;TSS;0;1;5
1214;Budapest;M;33;LAK;0;1;1
6800;Hódmezővásárhely;F;78;LAK;0;1;2
4625;Záhony;F;41;LAK;0;1;2
1211;Budapest;M;38;LAK;0;1;3
6724;Szeged;F;44;LAK;0;1;1
1165;Budapest;M;51;LAK;0;1;1
2066;Szár;F;51;LAK;0;1;2
1042;Budapest;;;SH+;0;1;1
8300;Tapolca;M;36;LAK;0;1;1
4337;Jármi;M;20;LAK;0;1;1
5000;Szolnok;M;;LAK;0;0;1
1389;Budapest;;;TSS;0;1;2
7691;Pécs;F;72;LAK;0;1;2
6000;Kecskemét;;;SH+;0;1;2
7081;Simontornya;F;36;LAK;0;1;1
1149;Budapest;;;SMB;0;1;1
2750;Nagykőrös;F;64;LAK;0;0;1
8855;Belezna;M;35;LAK;0;0;1
1111;Budapest;M;67;LAK;0;1;1
6064;Tiszaug;F;68;LAK;0;1;1
1013;Budapest;M;46;LAK;0;1;2
1194;Budapest;;;SMB;0;1;1
3860;Encs;M;42;LAK;0;0;2
5700;Gyula;F;54;LAK;1;1;2
8200;Veszprém;;;SMB;0;1;2
2040;Budaörs;M;49;LAK;0;0;1
8060;Mór;M;;LAK;0;0;1
8229;Csopak;;;TSS;0;1;1
4087;Hajdúdorog;;;SMB;0;1;1
1084;Budapest;M;39;LAK;0;0;1
8863;Molnári;;;SH+;0;1;1
6100;Kiskunfélegyháza;F;53;LAK;0;1;3
8229;Csopak;;;TSS;0;1;1
4233;Balkány;F;28;LAK;0;1;2
2463;Tordas;F;47;LAK;1;1;1
1141;Budapest;;;TSS;0;1;5
1186;Budapest;;;SMB;0;1;1
2424;Előszállás;M;24;LAK;0;1;1
4181;Nádudvar;M;40;LAK;0;0;1
7626;Pécs;;;SMB;0;1;1
9475;Répcevis;;;SMB;0;1;1
1103;Budapest;;;SMB;0;1;1
8864;Tótszerdahely;M;38;LAK;0;1;1
9029;Győr;M;34;LAK;0;0;1
9023;Győr;F;25;LAK;0;1;3
1157;Budapest;M;48;LAK;0;0;1
2462;Martonvásár;;;SH+;0;0;1
2065;Mány;M;63;LAK;0;1;3
3903;Bekecs;F;35;LAK;0;1;1
7940;Szentlőrinc;M;69;LAK;1;1;1
4028;Debrecen;M;;LAK;0;0;1
1113;Budapest;;;TSS;0;1;1
9173;Győrladamér;M;;SH+;0;1;2
5136;Jászszentandrás;;;SH+;0;1;1
5752;Medgyesegyháza;F;41;LAK;0;0;1
6351;Bátya;M;;LAK;0;0;1
2030;Érd;F;27;LAK;0;1;1
1075;Budapest;;;LAK;0;0;1
5000;Szolnok;M;53;LAK;0;1;1
4002;Debrecen;;;SMB;0;1;1
1188;Budapest;;;SH+;0;0;1
1453;Budapest;;;TSS;0;0;1
8900;Zalaegerszeg;;;SH+;0;1;1
1042;Budapest;;;SMB;0;1;5
1213;Budapest;F;44;LAK;0;1;1
6922;Földeák;M;40;LAK;0;1;1
2120;Dunakeszi;F;48;LAK;0;1;1
7300;Komló;;;TSS;0;1;1
1072;Budapest;M;63;LAK;0;1;1
1101;Budapest;M;58;LAK;0;1;3
1054;Budapest;;;TSS;0;1;2
6722;Szeged;F;22;LAK;0;1;1
9700;Szombathely;M;40;LAK;0;1;1
5527;Bucsa;M;57;LAK;0;1;1
7918;Tótújfalu;M;45;LAK;0;0;1
3324;Felsőtárkány;F;42;LAK;0;0;1
6400;Kiskunhalas;;;TSS;0;1;1
1191;Budapest;F;63;LAK;0;0;2
8360;Keszthely;M;;LAK;0;1;1
1033;Budapest;F;40;LAK;0;1;2
9330;Kapuvár;M;;LAK;0;0;1
5530;Vésztő;M;38;LAK;0;0;2
6721;Szeged;;;TSS;0;1;1
1300;Budapest;;;TSS;0;1;1
2600;Vác;F;77;LAK;0;0;1
4064;Nagyhegyes;F;74;LAK;0;1;3
4211;Ebes;M;43;LAK;0;1;3
4400;Nyíregyháza;F;65;LAK;0;1;1
1215;Budapest;M;49;LAK;0;1;1
1215;Budapest;M;49;LAK;0;1;1
6000;Kecskemét;F;;LAK;0;1;1
2400;Dunaújváros;M;60;LAK;0;1;2
7632;Pécs;;;SMB;0;1;1
2230;Gyömrő;;;SMB;0;1;2
6710;Szeged;F;33;LAK;0;0;1
3394;Egerszalók;M;;LAK;0;0;1
5700;Gyula;;;SMB;0;1;1
8656;Nagyberény;M;44;LAK;0;1;2
1204;Budapest;M;40;LAK;0;0;1
6454;Bácsborsód;;;SMB;0;1;1
4124;Esztár;F;42;LAK;0;1;1
9330;Kapuvár;M;47;LAK;0;1;1
2151;Fót;;;SH+;0;1;2
5000;Szolnok;;;SH+;0;0;1
1155;Budapest;F;54;LAK;0;1;2
8360;Keszthely;M;23;LAK;0;1;1
1149;Budapest;;;TSS;0;1;1
1117;Budapest;;;SMB;0;1;1
1074;Budapest;M;62;LAK;0;1;1
2800;Tatabánya;;;SMB;0;1;5
2000;Szentendre;;;LAK;0;0;1
9155;Lébény;M;37;LAK;0;1;1
3527;Miskolc;;;SMB;0;0;1
2721;Pilis;M;20;LAK;0;0;1
5000;Szolnok;M;22;LAK;0;1;1
3291;Vámosgyörk;F;52;LAK;0;0;1
9700;Szombathely;F;43;LAK;0;1;1
9400;Sopron;M;52;LAK;0;0;1
1389;Budapest;;;TSS;0;1;1
1182;Budapest;;;SH+;0;0;1
1103;Budapest;;;SMB;0;1;1
2030;Érd;M;51;LAK;0;0;1
6031;Szentkirály;M;19;LAK;0;0;1
7150;Bonyhád;F;43;LAK;0;0;1
9700;Szombathely;;;LAK;0;1;1
2000;Szentendre;F;54;LAK;0;0;1
1046;Budapest;M;;LAK;0;0;1
6725;Szeged;F;50;LAK;0;1;3
4565;Pusztadobos;F;23;LAK;0;1;1
1112;Budapest;;;SH+;0;1;1
6722;Szeged;;;TSS;0;1;1
5525;Füzesgyarmat;F;;LAK;0;0;1
4027;Debrecen;;;SH+;0;1;4
6724;Szeged;M;22;LAK;0;1;1
1113;Budapest;;;SMB;0;0;2
1191;Budapest;;;TSS;0;1;1
2800;Tatabánya;M;27;LAK;0;1;1
8900;Zalaegerszeg;F;45;LAK;0;1;1
1214;Budapest;M;44;LAK;0;1;1
8500;Pápa;F;53;LAK;0;1;2
3860;Encs;;;SH+;0;0;1
3441;Mezőkeresztes;F;35;LAK;0;1;2
5600;Békéscsaba;M;80;LAK;0;0;1
9700;Szombathely;F;69;LAK;0;1;1
7400;Kaposvár;M;46;LAK;0;1;1
1012;Budapest;M;45;LAK;0;0;1
8991;Böde;F;26;LAK;0;1;2
2000;Szentendre;F;49;LAK;0;1;1
8840;Csurgó;M;;LAK;0;1;1
2100;Gödöllő;M;50;LAK;0;1;2
5000;Szolnok;M;34;LAK;0;1;1
7400;Kaposvár;F;30;LAK;0;0;1
3530;Miskolc;;;TSS;0;1;1
2162;Őrbottyán;;;SMB;0;1;1
3580;Tiszaújváros;F;30;LAK;0;1;1
6724;Szeged;;;TSS;0;0;1
9200;Mosonmagyaróvár;;;SH+;0;1;2
5510;Dévaványa;F;46;LAK;0;1;2
1068;Budapest;M;51;LAK;0;1;2
8946;Tófej;F;28;LAK;0;0;2
1106;Budapest;;;SH+;0;1;2
6800;Hódmezővásárhely;F;41;LAK;0;0;2
4034;Debrecen;;;SMB;0;1;1
8900;Zalaegerszeg;;;TSS;0;1;1
1211;Budapest;M;42;LAK;0;0;1
8371;Nemesbük;M;49;LAK;0;1;1
7274;Kazsok;;;SH+;0;1;1
3527;Miskolc;;;SMB;0;1;5
2943;Bábolna;;;SMB;0;1;3
1031;Budapest;;;SMB;0;1;4
4031;Debrecen;M;57;LAK;0;0;1
1071;Budapest;;;SMB;0;1;1
1013;Budapest;M;46;LAK;0;1;1
8200;Veszprém;;;SMB;0;0;2
1033;Budapest;F;30;LAK;0;1;1
2510;Dorog;M;22;LAK;0;1;1
6724;Szeged;;;SH+;0;0;1
4552;Napkor;M;48;LAK;0;0;1
2500;Esztergom;M;67;LAK;0;0;1
6726;Szeged;M;77;LAK;0;0;1
5600;Békéscsaba;F;67;LAK;0;1;1
6000;Kecskemét;M;38;LAK;0;1;1
8360;Keszthely;F;27;LAK;0;1;1
4032;Debrecen;;;TSS;0;1;1
5083;Kengyel;M;23;LAK;0;1;2
6728;Szeged;;;SMB;0;1;1
6640;Csongrád;M;48;LAK;0;1;1
5243;Tiszaderzs;;;TSS;0;1;1
9086;Töltéstava;M;27;LAK;0;1;1
2691;Nógrádkövesd;F;51;LAK;0;0;1
4324;Kállósemjén;M;36;LAK;0;1;1
2400;Dunaújváros;F;86;LAK;0;1;1
1062;Budapest;;;LAK;0;1;1
2167;Vácduka;;;TSS;0;1;5
6792;Zsombó;M;29;LAK;0;1;2
9444;Fertőszentmiklós;M;30;LAK;0;1;1
2800;Tatabánya;;;SMB;0;1;1
1173;Budapest;M;53;LAK;0;1;2
3360;Heves;F;60;LAK;0;1;1
5126;Jászfényszaru;;;SMB;0;1;1
3102;Salgótarján;F;40;LAK;0;1;3
2651;Rétság;M;43;LAK;0;1;2
6724;Szeged;F;21;LAK;0;1;1
1117;Budapest;;;TSS;0;1;1
1087;Budapest;;;TSS;0;1;1
2319;Szigetújfalu;M;33;LAK;0;1;1
8380;Hévíz;M;83;LAK;0;0;1
6500;Baja;M;75;LAK;0;1;1
2100;Gödöllő;F;36;LAK;0;1;1
3104;Salgótarján;;;TSS;0;0;1
5830;Battonya;F;55;LAK;0;1;2
1149;Budapest;;;TSS;0;1;1
1112;Budapest;;;SH+;0;1;3
4544;Nyírkarász;M;25;LAK;0;1;4
1149;Budapest;;;SMB;0;1;2
6900;Makó;F;39;LAK;0;0;1
4181;Nádudvar;;;TSS;0;1;1
9400;Sopron;;;LAK;0;1;1
1042;Budapest;;;SH+;0;1;1
7300;Komló;;;TSS;0;1;1
6645;Felgyő;M;50;LAK;0;1;1
2338;Áporka;M;50;LAK;0;0;1
8900;Zalaegerszeg;F;39;LAK;0;0;1
1224;Budapest;M;41;LAK;0;0;1
9330;Kapuvár;M;;SH+;0;1;3
2225;Üllő;;;SH+;0;1;2
2220;Vecsés;F;43;LAK;0;0;1
6640;Csongrád;;;TSS;0;0;1
1149;Budapest;;;SH+;0;1;5
2659;Érsekvadkert;M;46;LAK;0;1;3
2613;Rád;F;39;LAK;0;1;3
3527;Miskolc;;;SH+;0;1;1
5537;Zsadány;F;43;LAK;0;1;2
4030;Debrecen;M;49;LAK;0;1;1
1202;Budapest;M;52;LAK;0;1;4
6800;Hódmezővásárhely;;;SMB;0;1;1
2360;Gyál;;;SH+;0;1;4
4031;Debrecen;F;39;LAK;0;1;2
2014;Csobánka;M;39;LAK;0;1;3
4320;Nagykálló;;;SH+;0;1;4
8000;Székesfehérvár;;;TSS;0;1;2
8360;Keszthely;;;TSS;0;1;5
1124;Budapest;F;45;LAK;0;1;1
7633;Pécs;;;LAK;0;1;1
9026;Győr;M;37;LAK;0;1;1
7431;Juta;M;25;LAK;0;1;1
1116;Budapest;M;33;LAK;0;0;1
7817;Diósviszló;F;78;LAK;0;0;1
2100;Gödöllő;M;65;LAK;0;1;1
4080;Hajdúnánás;F;25;LAK;0;0;1
2094;Nagykovácsi;;;SH+;0;1;4
7584;Babócsa;F;57;LAK;0;0;1
1042;Budapest;;;SH+;0;1;1
7100;Szekszárd;;;SH+;0;1;2
6800;Hódmezővásárhely;M;31;LAK;0;1;3
1051;Budapest;;;TSS;0;1;1
2051;Biatorbágy;F;50;LAK;0;1;1
1042;Budapest;;;SH+;0;0;1
1033;Budapest;F;48;LAK;0;0;2
4030;Debrecen;M;80;LAK;1;1;1
6454;Bácsborsód;;;SMB;0;1;2
2141;Csömör;F;63;LAK;0;0;2
9024;Győr;F;;LAK;0;0;1
2736;Mikebuda;M;45;LAK;0;1;1
8900;Zalaegerszeg;;;SMB;0;1;2
6753;Szeged;F;49;LAK;0;1;1
5700;Gyula;M;;LAK;0;0;1
2162;Őrbottyán;M;70;LAK;0;1;2
4472;Gávavencsellő;F;69;LAK;0;0;1
1221;Budapest;F;48;LAK;1;1;3
3530;Miskolc;;;SMB;0;1;1
7636;Pécs;F;61;LAK;0;0;1
4400;Nyíregyháza;F;72;LAK;0;0;1
1013;Budapest;M;46;LAK;0;1;1
2143;Kistarcsa;;;SH+;0;1;1
2040;Budaörs;;;TSS;0;1;5
2371;Dabas;F;;LAK;0;0;1
5052;Újszász;F;;LAK;0;0;1
1124;Budapest;F;38;LAK;0;1;3
4079;Debrecen;M;38;LAK;0;0;1
3300;Eger;F;;LAK;0;0;1
6348;Érsekhalma;M;68;LAK;0;0;1
1163;Budapest;;;SH+;0;1;4
8074;Csókakő;M;36;LAK;0;1;3
1077;Budapest;M;;LAK;0;0;1
1125;Budapest;M;27;LAK;0;1;1
3300;Eger;;;SMB;0;1;1
6454;Bácsborsód;;;SMB;0;1;2
1165;Budapest;F;43;LAK;0;1;2
3533;Miskolc;M;;LAK;0;0;1
1013;Budapest;M;43;LAK;0;1;1
4122;Gáborján;F;37;LAK;0;1;1
1211;Budapest;M;42;LAK;0;1;1
1023;Budapest;;;SH+;0;1;1
3863;Szalaszend;M;58;LAK;0;0;2
7000;Sárbogárd;M;43;LAK;0;1;1
1135;Budapest;M;32;LAK;0;1;2
4024;Debrecen;M;30;LAK;0;1;1
5136;Jászszentandrás;;;SH+;0;1;1
2800;Tatabánya;F;54;LAK;0;0;1
9184;Kunsziget;F;28;LAK;0;1;2
9021;Győr;M;84;LAK;0;0;1
1389;Budapest;;;TSS;0;1;1
2143;Kistarcsa;M;42;LAK;0;1;1
1013;Budapest;;;LAK;0;1;1
5100;Jászberény;M;73;LAK;0;0;1
8635;Ordacsehi;M;58;LAK;0;0;2
1013;Budapest;M;46;LAK;0;1;1
8000;Székesfehérvár;M;26;LAK;0;0;1
1399;Budapest;;;TSS;0;1;1
8000;Székesfehérvár;M;73;LAK;0;1;1
8999;Zalalövő;;;SMB;0;1;1
7632;Pécs;F;50;LAK;0;1;1
2344;Dömsöd;M;;LAK;0;0;1
1211;Budapest;M;42;LAK;0;0;1
4025;Debrecen;;;SH+;0;1;1
1042;Budapest;;;SH+;0;1;1
7400;Kaposvár;M;41;LAK;0;0;1
2521;Csolnok;;;SMB;0;1;1
1453;Budapest;;;TSS;0;1;1
1215;Budapest;F;41;LAK;0;1;1
1149;Budapest;;;TSS;0;1;1
1453;Budapest;;;TSS;0;1;1
7300;Komló;;;TSS;0;1;1
2016;Leányfalu;;;SH+;0;1;1
6800;Hódmezővásárhely;M;;LAK;0;0;1
6724;Szeged;F;24;LAK;0;1;4
1113;Budapest;;;SH+;0;1;1
1078;Budapest;F;25;LAK;0;0;2
3900;Szerencs;M;29;LAK;0;1;4
3188;Ludányhalászi;F;77;LAK;0;0;1
1195;Budapest;F;;LAK;0;0;1
2049;Diósd;M;27;LAK;0;1;3
2131;Göd;M;61;LAK;1;1;1
2118;Dány;M;37;LAK;0;0;4
2400;Dunaújváros;;;LAK;0;1;1
6800;Hódmezővásárhely;;;SH+;0;0;2
2800;Tatabánya;F;;LAK;0;0;1
6000;Kecskemét;M;55;LAK;0;0;1
4060;Balmazújváros;;;SMB;0;1;1
2675;Nógrádmarcal;F;75;LAK;0;1;1
7500;Nagyatád;F;32;LAK;0;1;1
1044;Budapest;M;66;LAK;0;1;1
1068;Budapest;M;45;LAK;0;1;1
1037;Budapest;M;65;LAK;0;1;1
6454;Bácsborsód;;;SMB;0;1;2
1215;Budapest;M;49;LAK;0;0;1
2241;Sülysáp;M;56;LAK;0;1;2
1032;Budapest;M;;LAK;0;0;1
5720;Sarkad;;;SH+;0;1;1
2800;Tatabánya;M;44;LAK;0;1;5
3433;Nyékládháza;F;56;LAK;0;0;1
5932;Gádoros;F;61;LAK;0;0;1
8621;Zamárdi;M;68;LAK;1;1;1
8066;Pusztavám;M;;LAK;0;0;1
1154;Budapest;M;47;LAK;0;0;2
7530;Kadarkút;F;68;LAK;0;0;1
7161;Cikó;M;24;LAK;0;0;1
1077;Budapest;F;36;LAK;0;1;4
4028;Debrecen;M;47;LAK;0;1;1
8229;Csopak;;;TSS;0;1;1
3334;Terpes;;;SMB;0;1;1
2700;Cegléd;F;43;LAK;0;1;1
1083;Budapest;F;31;LAK;0;1;1
5540;Szarvas;F;54;LAK;0;1;1
4552;Napkor;F;42;LAK;0;0;1
4034;Debrecen;F;46;LAK;0;1;2
4128;Bedő;F;45;LAK;0;0;1
2243;Kóka;;;SMB;0;1;5
5200;Törökszentmiklós;M;66;LAK;0;1;2
2097;Pilisborosjenő;M;60;LAK;0;1;1
6454;Bácsborsód;;;SMB;0;1;1
3800;Szikszó;M;73;LAK;0;0;1
5600;Békéscsaba;;;SMB;0;1;1
6100;Kiskunfélegyháza;M;71;LAK;0;0;1
5300;Karcag;F;58;LAK;0;1;2
8400;Ajka;F;;LAK;0;0;1
1215;Budapest;M;49;LAK;0;0;1
8360;Keszthely;;;SH+;0;1;4
1123;Budapest;F;52;LAK;0;0;1
3131;Sóshartyán;F;45;LAK;0;1;1
4060;Balmazújváros;F;19;LAK;0;1;1
1116;Budapest;M;88;LAK;0;1;2
