TAC;manufacturer;model;aka;os;year;lte
35193404;Telit Communications Spa;GE864;GE864-QUAD V2, Telit Gc864, Telit Gc864-quadv2;Proprietary;2010;0
35193605;Nokia;Nokia C2;RM-721, Nokia C2-01;Symbian;2012;0
35193805;Nokia;Nokia 7230;RM-604, Nokia 7230, 7230-1c,RM-598,RM-604, Nokia 7230;Symbian;2012;0
35194005;Nokia;Nokia 100, Nokia 1000;RH-130, Nokia 100, Nokia 1000, 1000,RH-130, Nokia 100 Nokia 1000;Symbian;2012;0
35194206;Samsung;Samsung GT;Samsung GT-S6310N;Android;2013;
35194703;Nokia;1209;RH-105, 1209, 1208, 1209,RH-105, 12081209  RH-105 (DCT-4+), 12081209RH-105 (DCT-4+), 1208 1209RH-105 (DCT-4+);Symbian;2009;0
35195705;Nokia;Nokia C1;RM-607, Nokia C1-01, C1-03, C1-03,RM-607, Nokia C1-01 C1-03;Symbian;2012;0
35196603;Nokia;1209;RH-105, 1209, 1208, 1209,RH-105, 12081209  RH-105 (DCT-4+), 12081209RH-105 (DCT-4+), 1208 1209RH-105 (DCT-4+);Symbian;2009;0
35196803;Nokia;1650;RM-305, 1650, RM-305, 1650, 1650RM-305 (DCT-4+);Symbian;2009;0
35197003;Nokia;1208,1209;RH-105, 1208,1209, 1209,RH-105, 1208, 12081209  RH-105 (DCT-4+), 12081209RH-105 (DCT-4+), 1208 1209RH-105 (DCT-4+);Symbian;2009;0
35197105;Nokia;Nokia C2;RM-721, Nokia C2-01;Symbian;2012;0
35198204;Nokia;2330c, 2330c;RM-512, 2330c, 2330c-2, 2330 classic, 2330c,2330c-2,2332c,RM-512, 2330 Classic, MobilePhones 2330c 2330c-2 2332c RM-512 (BB5);Symbian;2010;0
35198506;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2013;1
35198606;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2013;1
35198706;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2013;1
35198804;Nokia;5230;RM-588, 5230, 5230, 52305233  Nuron RM-588 (BB5), 52305233Nuron RM-588 (BB5);Symbian;2010;0
35198806;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2013;1
35198904;Nokia;7020a;RM-497, 7020a-2, 7020, 7020a-2,RM-497, MobilePhones 7020a-2  7020  RM-497, MobilePhones 7020a-27020RM-497;Symbian;2010;0
35198906;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2013;1
35199604;Nokia;Nokia E52;RM-469, Nokia E52-1, E52, E52-1,E52-2,RM-469,RM-481, MobilePhones E52-1 RM-469;Symbian;2010;0
35201506;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2013;1
35201706;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2013;1
35201806;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2013;1
35201904;Nokia;2700c, 2700c;RM-561, 2700c, 2700c-2, 2700 classic, 2700c,2700c-2,RM-561, 2700 Classic, MobilePhones 2700c 2700c-2 RM-561;Symbian;2010;0
35201906;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2013;1
35202203;Sony Ericsson;C905;AAD-3352021-BV, C905, C905, C905 Ericsson C905c C905c no 3G, C905 C905a C905cC905c no 3G;Proprietary;2008;0
35202307;Apple;Apple iPhone 6;Apple iPhone 6 (A1586);iOS;2015;1
35202402;Cinterion Wireless Modules;MC55i;Cellular Engine MC55;Proprietary;2007;0
35202407;Apple;Apple iPhone 6;Apple iPhone 6 (A1586);iOS;2015;1
35202507;Apple;Apple iPhone 6;Apple iPhone 6 (A1586);iOS;2015;1
35202605;Enjoy Grouphkco Ltd;ENJOY W03 EZZY;;Proprietary;2011;0
35202607;Apple;Apple iPhone 6;Apple iPhone 6 (A1586);iOS;2015;1
35202807;Apple;Apple iPhone 6;Apple iPhone 6 (A1586);iOS;2015;1
35202907;Apple;Apple iPhone 6;Apple iPhone 6 (A1586);iOS;2015;1
35203007;Apple;Apple iPhone 6;Apple iPhone 6 (A1586);iOS;2015;1
35203107;Apple;Apple iPhone 6;Apple iPhone 6 (A1586);iOS;2015;1
35203207;Apple;Apple iPhone 6;Apple iPhone 6 (A1586);iOS;2015;1
35204406;Apple;Apple iPhone 5S;Apple iPhone 5S (A1530);iOS;2014;1
35204606;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2014;1
35204706;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2014;1
35204707;Apple;Apple iPhone 6 Plus;Apple iPhone 6 Plus (A1524);iOS;2015;1
35204806;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2014;1
35204906;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2014;1
35204907;Apple;Apple iPhone 6 Plus;Apple iPhone 6 Plus (A1524);iOS;2015;1
35205006;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2014;1
35205106;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2014;1
35205204;Samsung;GT;GT-S5620, GT-S5620 Monte;Proprietary;2010;0
35205205;Samsung;Samsung GALAXY MINI 2 GT;Samsung GALAXY MINI 2 GT-S6500D;Android;2012;0
35205206;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2014;1
35205306;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2014;1
35205405;Telit Communications Spa;Telit GE864;Telit GE864-QUAD V2;Android;2012;0
35205406;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2014;1
35205506;Apple;Apple iPhone 5S;Apple iPhone 5S (A1457);iOS;2014;1
35206106;Apple;Apple iPhone 6;Apple iPhone 6 (A1586);iOS;2014;1
35206602;Nokia;2630;RM-298, 2630, RM-298, 2630, 2630RM-298 (DCT-4+);Symbian;2007;0
35206700;Kern;SKYTRACK G;SKYTRACK G, Skytrack G, CommunicationsSystems Ltd SKYTRACK G;Proprietary;2003;0
35206902;Nokia;2760;RM-258, 2760, RM-258, 2760, 2760RM-258 (DCT-4);Symbian;2007;0
35206906;Apple;Apple iPhone 6;Apple iPhone 6 (A1586);iOS;2014;1
35207005;Samsung;Samsung GALAXY BEAM GT;Samsung GALAXY BEAM GT-I8530;Android;2012;0
35207306;Apple;Apple iPhone 6;Apple iPhone 6 (A1586);iOS;2014;1
35207506;Apple;Apple iPhone 6;Apple iPhone 6 (A1586);iOS;2014;1
35208707;Apple;Apple iPhone S;Apple iPhone S (A1530), iPhone 5S (A1530);iOS;2015;1
35208807;Apple;Apple iPhone 6;Apple iPhone 6 (A1586);iOS;2015;1
35208900;Siemens;C55;S30880-S5600, C55, L55, C55, AGC55 L55 Tuna S30880-S5600, C55 L55 TunaS30880-S5600;Proprietary;2003;0
35208907;Apple;Apple iPhone 6;Apple iPhone 6 (A1586);iOS;2015;1
35209007;Apple;Apple iPhone 6;Apple iPhone 6 (A1586);iOS;2015;1
35209107;Apple;Apple iPhone 6;Apple iPhone 6 (A1586);iOS;2015;1
35209207;Apple;Apple iPhone 6;Apple iPhone 6 (A1586);iOS;2015;1
35210807;Telit Communications Spa;Telit GE864;Telit GE864-QUAD V2;;2015;
35212707;Samsung;Samsung SM;Samsung SM-G920F;Android;2015;1
35213407;Samsung;Samsung SM;Samsung SM-J500FN;Android;2015;1
35213605;Samsung;Samsung GT;Samsung GT-S5222;Android;2012;0
35213606;LG;Nexus 5;LG LG-D821, Nexus 5;;2013;1
35213901;Benq;A31;A31, Siemens A31, CoLtd A31;Proprietary;2006;0
35214407;Samsung;Samsung GT;Samsung GT-I9301I;Android;2015;
35214807;Samsung;Samsung SM;Samsung SM-G920F;Android;2015;1
35214907;Samsung;Samsung SM;Samsung SM-N910C;Android;2015;1
35216605;Samsung;Samsung GT;Samsung GT-I9100;Android;2012;0
35216705;Samsung;Samsung GT;Samsung GT-N7000;Android;2012;0
35217205;Samsung;Samsung GT;Samsung GT-S5360;Android;2012;0
35218807;Sony;Xperia Z5 Premium Dual;PM-0912-BV, Xperia Z5 Premium Dual, E6833;Android;2015;1
35219401;Samsung;SGH;SGH-X160, SGH-X160, SGH-X160X168, SGH-X160 X168;Proprietary;2006;0
35219807;Sony;TBD;PM-0787-BV, TBD, E2363;Android;2015;1
35220408;Samsung;GALAXY S7 EDGE SM;GALAXY S7 EDGE SM-G935F;Android;2016;1
35221806;Samsung;Samsung GT;Samsung GT-S7582;Android;2013;
35221900;Motorola;G20;G20, g20, G20;Proprietary;2003;0
35226206;Arima Communications Corp;Arima Communications Corp B100;;;2013;
35226605;Sony Ericsson;Sony Ericsson ST25i Xperia U;AAD-3880130-BV, Sony Ericsson ST25i Xperia U;Android;2012;0
35226906;LG;LG L70;LG L70, LG-D320n;Android;2013;
35228306;Giga-Byte Communications Inc;GSmart Rey R3;;Android;2013;
35228501;Nokia;NOKIA 6230i;RM-72, NOKIA 6230i, 6230,RH-12,RM-72, 6230i, 6230iRM-72 (DCT-4);Symbian;2006;0
35228604;Samsung;GT;GT-I5800, Samsung Galaxy 3 I5800, Samsung Galaxy 3 I5800, I5800Galaxy  3, I5800Galaxy3;Proprietary;2010;0
35229501;Nokia;1600;RH-64, 1600, 1610,RH-64, 1600, 1600RH-64 (DCT-4);Symbian;2006;0
35231506;Samsung;Samsung GT;Samsung GT-I9305;Android;2013;1
35231806;Samsung;Samsung GT;Samsung GT-S7275R;Android;2013;1
35232006;Samsung;Samsung GT;Samsung GT-B2710;;2013;
35232106;Samsung;Samsung GT;Samsung GT-E1270;;2013;
35233708;Samsung;Samsung SM;Samsung SM-J320FN;Android;2016;1
35234403;Samsung;GT;GT-I8000, GT-I8000 Omnia II, ElectronicsI8000 Omnia II Icon;Proprietary;2008;0
35235606;Nokia;Nokia 301;RM-839, Nokia 301;S30;2014;
35236706;Nokia;Nokia RM;RM-944, Nokia RM-944, Nokia 108;S30;2014;
35236806;Nokia;Nokia RM;RM-944, Nokia RM-944, Nokia 108;S30;2014;
35239406;Nokia;520, Lumia 520, Nokia 520;RM-914, 520, Lumia 520, Nokia 520;Windows Phone;2014;
35239506;Nokia;RM;RM-1012, RM-1012, Nokia 225;S40;2014;
35239606;Nokia;206, Nokia 2060;RM-872, 206, Nokia 2060;S40;2014;
35241105;Nokia;Nokia C2;RM-702, Nokia C2-03, C2-06, C2-03 Touch,C2-06,RM-702,Type, Nokia C2-03 C2-06;Symbian;2012;0
35241705;Nokia;Nokia 500, Nokia 500;RM-750, Nokia 500, Nokia 500, RM-750, Nokia 500 Nokia 500;Symbian;2012;0
35242105;Nokia;Nokia C5;RM-745, Nokia C5-00.2, C5-00.2,C5-00.3,C5-00.i,C5-03.2,RM-697,RM-719,RM-744,RM-745, Nokia C5-002;Symbian;2012;0
35242905;Nokia;Nokia C1;RM-607, Nokia C1-01, C1-03, C1-03,RM-607, Nokia C1-01 C1-03;Symbian;2012;0
35244505;Nokia;Nokia C2;Nokia C2-01, RM-721, Nokia C2-01;Symbian;2012;0
35245003;Samsung;SGH;SGH-J700i T;Proprietary;2009;0
35245104;Telit Communications Spa;GE864;GE864-QUAD;Proprietary;2010;0
35245306;Acer;Liquid Z200, Liquid Z205;Liquid Z200, Liquid Z205, Z200, Z205;Android;2013;
35247307;Samsung;Samsung SM;Samsung SM-G318H;Android;2015;
35247507;Samsung;Samsung SM;Samsung SM-G925F;Android;2015;1
35248407;Digicom Trading Pvt;QMobile N225;;;2015;
35248507;Digicom Trading Pvt;QMobile J5500;;;2015;
35249502;Motorola;CC3;"CC3-41E11, W156, W156; W160; W161; W180; W181, W156W160 W175 W180 CC3-41E11, W156 W160 W175 W180CC3-41E11";Proprietary;2008;0
35250005;Taxcell Technology Co;TAXCEL TC;TAXCEL TC-5,B20,B30,C9, TAXCEL TC-5B20B30C9;Android;2012;0
35250203;Samsung;E2210B;GT, GT-E2210B, ElectronicsE2210 Hello Kitty;Proprietary;2009;0
35251300;Nokia;Nokia 3410;NHM-2NX, Nokia 3410, NHM-2, 3410, 3410NHM-2NX;Symbian;2003;0
35251400;Nokia;Nokia 3410;NHM-2NX, Nokia 3410, NHM-2, 3410, 3410NHM-2NX;Symbian;2003;0
35252506;Samsung;Samsung SM;Samsung SM-C115;Android;2014;1
35255504;Samsung;GT;GT-S3650, GT-S3653 Corby, GT-S3650;Proprietary;2010;0
35255806;Samsung;Samsung SM;Samsung SM-G900F;Android;2014;1
35256407;Samsung;Samsung SM;Samsung SM-G925F;Android;2015;1
35258305;Samsung;Samsung GT;Samsung GT-E1050;Proprietary;2012;0
35259506;LG;L90;L90, LG-D410;Android;2014;
35260005;Sony Ericsson;Sony Ericsson LT18i;AAD-3880097-AV, Sony Ericsson LT18i;Android;2012;0
35261907;Hong Kong Karasnn;ZOPO ZP350;;Android;2015;1
35262108;Samsung;Samsung SM;Samsung SM-J510FN;Android;2016;1
35263606;LG;Optimus L4II;Optimus L4II, LG-E440;Android;2014;
35263607;HTC;HTC One A9;HTC 2PQ9100, HTC One A9;Android;2015;1
35264507;LG;LG G3;LG LG-D855, LG G3;Android;2015;1
35265001;Samsung;SGH;SGH-X510, SGH-X510v;Proprietary;2006;0
35265101;Samsung;SGH;SGH-X530;Proprietary;2006;0
35265107;Samsung;Samsung GT;Samsung GT-I8200N;Android;2015;
35265207;Samsung;Samsung GT;Samsung GT-E1200R;;2015;
35265905;Research In Motion;Blackberry 9320;REW71UW (FDD I, IV, VIII) (Generic), Blackberry 9320;Blackberry;2012;0
35267605;Samsung;Samsung GT;Samsung GT-C3780;Proprietary;2012;0
35268006;Samsung;Samsung GT;Samsung GT-E1200M;Android;2014;
35269404;Nokia;2220s;RM-590, 2220s, 2220 slide, 2220s,RM-590, 2220 Slide, 2220sRM-590;Symbian;2010;0
35269604;Nokia;6700c;RM-470, 6700c-1, 6700 classic, 6700 classic Gold Edition,6700c,6700c-1,RM-470, 6700 Classic, 6700c-16700c RM-470 (BB5);Symbian;2010;0
35270900;Motorola;MC3;MC3-41D12, C350, C370,MC3-41D12, C350, C350C351 C353 C355 C356 C359 MC3-41D12, C350 C351 C353 C355 C356 C359MC3-41D12;Proprietary;2003;0
35272504;Nokia;2323c, 2323c;RM-543, 2323c, 2323c-2, 2323 classic, 2323c,2323c-2,RM-543, 2323 Classic, 2323c2323c-2 RM-543 (BB5);Symbian;2010;0
35272508;Samsung;Samsung SM;Samsung SM-J320F/DS;Android;2016;1
35273302;Sony Ericsson;K550i;AAC-1052021-BV, K550i, K550i, K550c Ericsson, K550c K550i;Proprietary;2007;0
35273506;Samsung;GALAXY Xcover 2 GT;GALAXY Xcover 2 GT-S7710;;2014;
35274201;Nokia;6070;RM-166, 6070, 6070b,RM-166,RM-167, 6070RM-166 (DCT-4);Symbian;2006;0
35274506;Samsung;Samsung GT;Samsung GT-I9505;Android;2014;1
35276306;LG;L90;L90, LG-D405n;Android;2014;
35277001;Nokia;2610;RH-86, 2610, RH-86, 2610, 2610RH-86 (DCT-4+);Symbian;2006;0
35277005;Leadsky International Development;LEADSKY JCB TP305, Cat B25;LEADSKY JCB TP305 Cat B25;Android;2012;0
35277006;Quartel Infotech Ltd;aura 66 pro;;Android;2014;
35282806;Samsung;Samsung SM;Samsung SM-N9005;Android;2014;1
35283806;Samsung;GALAXY CORE GT;GALAXY CORE GT-I8262;;2014;
35283906;Samsung;GALAXY CORE GT;GALAXY CORE GT-I8262;;2014;
35284205;Nokia;Nokia C1;RM-607, Nokia C1-01, C1-03, C1-03,RM-607, Nokia C1-01 C1-03;Symbian;2012;0
35285105;Nokia;Nokia C5;RM-697, Nokia C5-03, C5-00.2,C5-00.3,C5-00.i,C5-03.2,RM-697,RM-719,RM-744,RM-745, Nokia C5-03;Symbian;2012;0
35285405;Nokia;Nokia 302, Nokia 3020;RM-813, Nokia 302, Nokia 3020, Asha 302, 302,3020,RM-813, Nokia 302 Nokia 3020;Symbian;2012;0
35287506;LG;LG LG;LG LG-D170;Android;2014;
35289800;Jablotron;Jablotron JA;Jablotron JA-60GSM, CA-140, GSM-02, GC-61,C, GD-04,C, GD-06,C, JA-80Y,C, Jablotron JA-60GSM, CA-140, GSM-02, GC-61, GD-04, GD-06, JA-80Y, CA-140,GSM-02, JA-60GSM, LtdJA-60GSM;Proprietary;2003;0
35290105;Sony Ericsson;Sony Ericsson SK17i;AAD-3880104-BV, Sony Ericsson SK17i;Android;2012;0
35290602;Nokia;1208, 1209;RH-105, 1208, 1209, 1209,RH-105, 1208, 12081209  RH-105 (DCT-4+), 12081209RH-105 (DCT-4+), 1208 1209RH-105 (DCT-4+);Symbian;2007;0
35290906;Samsung;Samsung GT;Samsung GT-S5310;Android;2014;
35291306;Samsung;GALAXY TREND PLUS GT;GALAXY TREND PLUS GT-S7580;;2014;
35291407;HTC;HTC 0PLQ110;;Android;2015;1
35292402;Nokia;E71;RM-343, E71-1, E71-1,E71-2,E71-3,E71x,RM-346,RM-357,RM-407,RM-462,RM-493, E71-1RM-346 (BB5);Symbian;2008;0
35293105;Samsung;Samsung GT;Samsung GT-S5830i;Android;2012;0
35293195;Unknown;Unknown;;;;
35293500;Nokia;Nokia 3410;NHM-2NX, Nokia 3410, NHM-2, 3410, 3410NHM-2NX;Symbian;2003;0
35293505;Samsung;Samsung GT;Samsung GT-N7000;Android;2012;0
35293605;Samsung;Samsung GT;Samsung GT-S5360;Android;2012;0
35293708;Samsung;GALAXY A5 2016 SM;GALAXY A5 2016 SM-A510F;Android;2016;1
35294300;Nokia;Nokia 6100;NPL-2, Nokia 6100, NPL-2, 6100, 6100NPL-2 (DCT-4);Symbian;2003;0
35294706;Sony;Sony D2005 Xperia E1;PM-0670-BV, Sony D2005 Xperia E1;Android;2014;
35295300;Nokia;Nokia 6230;RH-12, Nokia 6230, RH-12, 6230, 6230RH-12 (DCT-4);Symbian;2004;0
35295607;Samsung;Galaxy Grand Prime SM;Galaxy Grand Prime SM-G531F;;2015;1
35296705;LG;LG LG Optimus 4X HD, LG;LG LG Optimus 4X HD, LG-P880, LG LG-P880;Android;2012;0
35298505;Samsung;Samsung GALAXY S DUOS GT;Samsung GALAXY S DUOS GT-S7562;Android;2012;0
35299106;Samsung;Samsung SM;Samsung SM-N9005;Android;2014;1
35299205;Samsung;Samsung GALAXY MINI 2 GT;Samsung GALAXY MINI 2 GT-S6500D;Android;2012;0
35299701;Samsung;SGH;SGH-E570;Proprietary;2006;0
35300807;Samsung;Samsung SM;Samsung SM-G903F;Android;2015;1
35301207;Samsung;Samsung SM;Samsung SM-B550H;Android;2015;
35303506;Nokia;625, Lumia 625;RM-941, 625, Lumia 625;Windows Phone;2014;1
35303806;Nokia;Nokia Lumia 630, RM;RM-976, Nokia Lumia 630, RM-976;Windows Phone;2014;
35305505;Samsung;Samsung GT;Samsung GT-S5222;Android;2012;0
35305606;Nokia;RM;RM-969, RM-969, Nokia 220;S30;2014;
35305902;Huawei;HUAWEI Ascend Y530;Y530-U00, HUAWEI Ascend Y530, HUAWEI Y530-U00, Iris;Android;2008;0
35306002;Emporia Telecom Produktions-Und;emporiaELEGANCE V35;emporia, emporiaELEGANCE V35, Emporia Telekom Time;Proprietary;2008;0
35307106;Nokia;520, Lumia 520, Nokia 520;RM-914, 520, Lumia 520, Nokia 520;Windows Phone;2014;
35308206;Asustek Computer Inc;ASUS Padfone S;ASUS PF500KL, ASUS Padfone S, ASUS T00N;Android,Basic feature phone;2014;1
35308602;Nokia;3110c;RM-237, 3110c, 3110 Classic, 3110 Classic, 3110cRM-237 (BB5);Symbian;2008;0
35308905;LG;LG LG;LG LG-E610;Android;2012;0
35310202;Nokia;Nokia 3120c;RM-364, Nokia 3120c-1c, 3120 classic, 3120c-1,3120c-1b,3120c-1c,RM-364,RM-365,RM-366, 3120 classic, 3120c-1cRM-364 (BB5);Symbian;2008;0
35310305;Samsung;Samsung GALAXY ACE GT;Samsung GALAXY ACE GT-S5830i;Android;2012;0
35310706;Samsung;Samsung GT;Samsung GT-I9300I;Android;2014;
35311908;Samsung;Samsung SM;Samsung SM-J120FN;Android;2016;1
35312008;Samsung;Samsung SM;Samsung SM-J120H/DS;Android;2016;
35312107;Samsung;Galaxy S6 Edge Plus SM;Galaxy S6 Edge Plus SM-G928F;Android;2015;1
35313905;Samsung;Samsung GT;Samsung GT-S5570i;Android;2012;0
35315704;LG;GU230;GU230 Dimsun;Proprietary;2010;0
35318103;Nokia;Nokia 6700c;RM-470, Nokia 6700c-1, 6700 classic, 6700 classic Gold Edition,6700c,6700c-1,RM-470, 6700 Classic, 6700c-16700c RM-470 (BB5), 6700c-1 6700cRM-470 (BB5);Symbian;2009;0
35318303;Nokia;3110c;RM-237, 3110c, 3110 classic, 3110c,RM-237, 3110 Classic, 3110cRM-237 (BB5);Symbian;2009;0
35318707;Kvd International Group;Valencia2 Y100, Valencia2 Y100 Pro, Ibiza F2, TURBO;Valencia2 Y100, Valencia2 Y100 Pro, Ibiza F2, TURBO-mini F1, IRON BONE Dg750;Android;2015;
35320203;Nokia;1208,1209;RH-105, 1208,1209, 1209,RH-105, 1208, 12081209  RH-105 (DCT-4+), 12081209RH-105 (DCT-4+), 1208 1209RH-105 (DCT-4+);Symbian;2009;0
35320303;Nokia;3110c;RM-237, 3110c, 3110 classic, 3110c,RM-237, 3110 Classic, 3110cRM-237 (BB5);Symbian;2009;0
35321106;Samsung;GALAXY S3 MINI GT;GALAXY S3 MINI GT-I8190;Android,MT6260D;2014;
35321188;Unknown;Unknown;;;;
35322206;Samsung;Samsung SM;Samsung SM-G900F;Android;2014;1
35322305;Motorola Mobility;Motorola Moto X, XT1053;XF12355445, M0DE2, Motorola Moto X, XT1053, Motorola XF12355445 M0DE2;Symbian;2013;1
35322406;Samsung;Samsung GT;Samsung GT-I9506;Android;2014;1
35322902;Cinterion Wireless Modules;TC63i;Cellular Engine TC63;Proprietary;2008;0
35323402;Cinterion Wireless Modules;TC65i;Cellular Engine TC65i;Proprietary;2008;0
35325501;Nokia;Nokia 5140i;RM-104, Nokia 5140i, RM-104, 5140i, 5140iRM-104 (DCT-4);Symbian;2006;0
35325506;Sony;Sony D2303;PM-0722-BV, Sony D2303 - Xperia M2;;2014;1
35326207;Apple;Apple iPhone 6S;Apple iPhone 6S (A1633);iOS;2015;1
35326801;Nokia;NOKIA 6230i;RM-72, NOKIA 6230i, 6230,RH-12,RM-72, 6230i, 6230iRM-72 (DCT-4);Symbian;2006;0
35326807;Apple;Apple iPhone 6S;Apple iPhone 6S (A1688);iOS;2015;1
35326905;Nokia;Nokia 100, Nokia 1000;RH-130, Nokia 100, Nokia 1000, 1000,RH-130, Nokia 100 Nokia 1000;Symbian;2012;0
35327207;Apple;Apple iPhone 6S;Apple iPhone 6S (A1688);iOS;2015;1
35328307;Apple;Apple iPhone 6S Plus;Apple iPhone 6S Plus (A1687);iOS;2015;1
35328407;Apple;Apple iPhone 6S Plus;Apple iPhone 6S Plus (A1687);iOS;2015;1
35328507;Apple;Apple iPhone 6S Plus;Apple iPhone 6S Plus (A1687);iOS;2015;1
35328607;Apple;Apple iPhone 6S Plus;Apple iPhone 6S Plus (A1687);iOS;2015;1
35328807;Apple;Apple iPhone 6S Plus;Apple iPhone 6S Plus (A1687);iOS;2015;1
35328907;Apple;Apple iPhone 6S Plus;Apple iPhone 6S Plus (A1687);iOS;2015;1
35329005;Nokia;Nokia C2;RM-721, Nokia C2-01;Symbian;2012;0
35329006;Samsung;Samsung SM;Samsung SM-G130H/DS;Android;2014;
35329207;Apple;Apple iPhone 6S Plus;Apple iPhone 6S Plus (A1687);iOS;2015;1
35330807;Apple;Apple iPhone 6S;Apple iPhone 6S (A1688);iOS;2015;1
35330907;Apple;Apple iPhone 6S;Apple iPhone 6S (A1688);iOS;2015;1
35331006;Motorola Mobility Llc,;Moto G with LTE;TI12410745, Moto G with LTE (2nd Generation), TI12410745, XT1072, TI12410745;;2014;1
35331107;Apple;Apple iPhone 6S;Apple iPhone 6S (A1688);iOS;2015;1
35331407;Apple;Apple iPhone 6S;Apple iPhone 6S (A1688);iOS;2015;1
35331507;Apple;Apple iPhone 6S;Apple iPhone 6S (A1688);iOS;2015;1
35331607;Apple;Apple iPhone 6S;Apple iPhone 6S (A1688);iOS;2015;1
35331707;Apple;Apple iPhone 6S;Apple iPhone 6S (A1688);iOS;2015;1
35331807;Apple;Apple iPhone 6;Apple iPhone 6 (A1586);iOS;2015;1
35331907;Apple;Apple iPhone 6;Apple iPhone 6 (A1586);iOS;2015;1
35332007;Apple;Apple iPhone 6;Apple iPhone 6 (A1586);iOS;2015;1
35332107;Apple;Apple iPhone 6;Apple iPhone 6 (A1586);iOS;2015;1
35332207;Apple;Apple iPhone 6;Apple iPhone 6 (A1586);iOS;2015;1
35332807;Apple;Apple iPhone 6S Plus;Apple iPhone 6S Plus (A1687);iOS;2015;1
35333407;Apple;Apple iPhone 6S Plus;Apple iPhone 6S Plus (A1687);iOS;2015;1
35333906;Motorola Mobility Llc,;Moto E;M0FDE, ST12406045, Moto E (2nd Gen) with 4G LTE, ST12406045, XT1524, ST12406045;Android;2014;1
35335307;LG;LG;LG-H410;Android;2015;1
35337400;Nokia;Nokia 3510i;RH-9, Nokia 3510i/3530, 3530,RH-9, 3510i, 3510i3530  RH-9 (DCT-4), 3510i3530RH-9 (DCT-4), 3510i 3530RH-9 (DCT-4);Symbian;2004;0
35337407;Prestigio Plaza Limited;Prestigio WIZE C3;"Prestigio WIZE C3; Prestigio WIZE D3; PSP3505DUOBLUE, PSP3503DUOBLACK;PSP3503DUOBLUE;PSP3503DUOMETAL; PSP3505DUOBLACK; PSP3505DUOMETAL";Android;2015;
35339404;Nokia;2700c, 2700c;RM-561, 2700c, 2700c-2, 2700 classic, 2700c,2700c-2,RM-561, 2700 Classic, 2700c2700c-2 RM-561 (BB5);Symbian;2010;0
35340204;Nokia;6303ci;RM-638, 6303ci, 6303 classic, 6303c,6303ci,RM-443,RM-638, 6303 Classic, 6303ciRM-638;Symbian;2010;0
35340601;Sony Ericsson;K750i;AAB-1022011-BV, K750i/c, K750c,K750i, K750c Ericsson, K750c K750i;Proprietary;2006;0
35340804;Nokia;1616;RH-125, 1616-2, 1616, 1616-2,RH-125, 1616-21616  RH-125, 1616-21616RH-125;Symbian;2010;0
35340806;Samsung;Samsung GT;Samsung GT-S7582;Android;2014;
35340906;Samsung;Samsung GT;Samsung GT-S7582;Android;2014;
35342104;Nokia;5130, 5130c;RM-495, 5130, 5130c-2, 5130 XpressMusic, 5130,5130c-2,5146,RM-495,RM-496, 5130 Xpress Music, 51305130c-2 RM-495;Symbian;2010;0
35342202;Sony Ericsson;T280i;AAA-1002081-BV, T280i, T280i, T280i Ericsson;Proprietary;2008;0
35342605;HTC;HTC One X;PJ46100, HTC One X, HTC PJ46100;Android;2012;0
35342706;LG;LG LG;LG LG-D620r;Android;2014;1
35343704;Samsung;GT;GT-E1170;Proprietary;2010;0
35343806;Gemalto M2M Gmbh;Cinterion TC65i;;;2014;
35344005;Sony Ericsson;Sony Ericsson LT18i;AAD-3880097-AV, Sony Ericsson LT18i;Android;2012;0
35345006;HTC;HTC Desire 510;HTC 0PCV200, HTC Desire 510;;2014;1
35345104;Simcom Limited;SIM900B;;Proprietary;2010;0
35346301;Samsung;SGH;SGH-E250;Proprietary;2006;0
35349006;LG;Nexus 5;LG LG-D821, Nexus 5;Android;2014;1
35350107;Samsung;Samsung GT;Samsung GT-I9060I/DS;Android;2015;
35350207;Samsung;Samsung GT;Samsung GT-I9060I/DS;Android;2015;
35351002;Nokia;6300;RM-217, 6300, 6300b,RM-217,RM-222, 6300RM-217 (BB5);Symbian;2008;0
35351402;Nokia;1650;RM-305, 1650, RM-305, 1650, 1650RM-305 (DCT-4+);Symbian;2008;0
