dataset;subscriber;zip;sex;age;magan;uzleti;magenta_1;arpu;sim_4g
10.04;5813F6BF;1224;;;0;1;0;3;1
10.04;58035805;1213;M;62;1;0;0;2;1
10.04;58394EC7;1136;F;40;1;0;0;2;1
10.04;581C8338;1034;M;;1;0;0;1;0
10.04;5843BFEA;1025;F;46;1;0;0;1;1
10.04;581F8CAF;1026;M;67;1;0;0;2;1
10.04;58158DDB;1039;F;43;1;0;0;1;0
10.04;5806EFFD;1148;F;63;1;0;0;1;1
10.04;58182EE5;1039;F;44;1;0;0;1;1
10.04;58253D7E;1156;M;;1;0;0;1;0
10.04;5834072F;1106;;;0;1;0;1;1
10.04;5808AF5B;1024;;;0;1;0;5;1
10.04;58068146;1054;;;0;1;0;1;1
10.04;58370B1A;1186;;;1;1;0;1;1
10.04;58094DCD;1114;;;0;1;0;1;1
10.04;582F44D7;1074;;;0;1;0;1;1
10.04;582E60F8;1181;F;43;1;0;0;1;1
10.04;585A59B0;1139;M;23;1;0;0;1;1
10.04;5849541C;1027;M;;1;0;0;1;0
10.04;584881B4;1185;F;40;1;0;0;2;1
10.04;5827DB4F;1025;;;0;1;0;1;1
10.04;58270664;1151;F;30;1;0;0;1;1
10.04;583F4470;1215;M;49;1;0;0;1;0
10.04;58023BE3;1222;;;0;1;0;1;1
10.04;58023E53;1161;;;0;1;0;3;1
10.04;581DD97F;1023;;;1;0;0;3;1
10.04;5838B83A;1042;;;1;1;0;1;1
10.04;581C66C8;1154;M;65;1;0;0;2;1
10.04;585830AD;1161;M;70;1;0;0;3;0
10.04;5834FEE3;1034;;;0;1;0;1;1
10.04;584549A0;1062;M;63;1;0;0;1;0
10.04;583CE65D;1037;;;0;1;0;1;1
10.04;585D4642;1037;;;0;1;0;4;1
10.04;581C210A;1065;;;1;1;0;5;1
10.04;583D9F2D;1171;M;27;1;0;0;1;0
10.04;58334502;1211;M;42;1;0;0;2;1
10.04;5830A48C;1141;;;1;1;0;2;1
10.04;583C8BEB;1055;M;46;1;0;0;1;1
10.04;5812BF3F;1237;M;40;1;0;0;1;1
10.04;580DCD47;1211;M;42;1;0;0;1;0
10.04;581FA9C5;1041;M;32;1;0;0;1;1
10.04;580DAD63;1211;M;42;1;0;0;1;0
10.04;5840C3EC;1151;F;64;1;0;0;3;1
10.04;584B737D;1122;;;0;1;0;5;1
10.04;5844088B;1013;;;1;1;0;1;1
10.04;583A5B3D;1122;;;1;1;0;2;1
10.04;58136B58;1157;F;60;1;0;0;3;1
10.04;583FC5F7;1042;;;1;1;0;1;1
10.04;584117A7;1211;M;42;1;0;0;1;0
10.04;581DD4EC;1223;F;46;1;0;0;1;1
10.04;5841435B;1042;;;1;1;0;1;1
10.04;581E4863;1027;F;36;1;0;0;1;1
10.04;5844F25A;1132;;;0;1;0;1;1
10.04;58334C74;1152;M;44;1;0;0;4;1
10.04;580DAF06;1211;M;42;1;0;0;1;0
10.04;582299BB;1211;M;65;1;0;0;1;1
10.04;581C92A9;1038;M;41;1;0;0;1;0
10.04;5832FCD2;1043;;;1;1;0;1;0
10.04;58365AF9;1039;;;1;1;0;2;1
10.04;580A9F5F;1113;;;0;1;0;4;1
10.04;58134C6D;1015;F;40;1;0;0;1;1
10.04;585CE736;1211;M;42;1;0;0;1;0
10.04;580F36AF;1111;M;67;1;0;0;1;0
10.04;58053A4E;1013;F;46;1;0;0;1;1
10.04;583BD190;1201;M;40;1;0;0;1;0
10.04;585E29FD;1151;M;59;1;0;0;1;0
10.04;584C2032;1453;;;0;1;0;1;1
10.04;585E1939;1042;;;1;1;0;1;1
10.04;5804B4C6;1119;;;0;1;0;2;1
10.04;5818D47C;1164;M;56;1;0;0;1;0
10.04;584AA14B;1117;;;1;0;0;1;0
10.04;58151E48;1450;;;0;1;0;1;1
10.04;58398639;1141;;;1;1;0;3;1
10.04;58455990;1112;M;48;1;0;0;2;1
10.04;582F71DE;1116;;;0;1;0;1;1
10.04;583B52B0;1138;F;35;1;0;0;2;1
10.04;583510D8;1202;;;1;1;0;1;1
10.04;5843C0A4;1211;M;42;1;0;0;1;1
10.04;5824E6EA;1173;M;42;1;0;0;4;1
10.04;582348BE;1034;;;1;1;0;1;1
10.04;5837FAD0;1211;M;42;1;0;0;1;0
10.04;583DAF91;1064;M;36;1;0;0;2;1
10.04;584A4F31;1181;F;46;1;0;0;1;1
10.04;58090FCE;1082;M;46;1;0;0;1;0
10.04;58010CF1;1093;;;0;1;0;1;1
10.04;584F60F6;1094;;;0;1;0;1;1
10.04;585811B7;1192;F;29;1;0;0;3;1
10.04;585E52D4;1135;;;0;1;0;1;1
10.04;58083B66;1453;;;0;1;0;1;1
10.04;580B5439;1213;F;41;1;0;0;2;1
10.04;5812F73E;1124;;;1;0;0;2;1
10.04;581C9A39;1214;M;44;1;0;0;2;0
10.04;58250296;1021;M;67;1;0;1;2;1
10.04;58475E3B;1095;;;0;1;0;1;1
10.04;58028C1E;1042;;;1;1;0;1;0
10.04;5814DD2C;1134;;;0;1;0;1;1
10.04;58163CE2;1213;M;44;1;0;0;1;0
10.04;5826183A;1211;M;42;1;0;0;1;0
10.04;582E9407;1188;F;27;1;0;0;1;1
10.04;5845143A;1032;M;66;1;0;0;1;1
10.04;584B2C5E;1211;M;42;1;0;0;1;1
10.04;584B786F;1148;F;27;1;0;0;3;1
10.04;58053DE3;1173;F;63;1;0;0;3;1
10.04;58220076;1139;M;62;1;0;0;2;1
10.04;5827832A;1103;;;0;1;0;1;1
10.04;582061B3;1222;M;89;1;0;0;1;0
10.04;5805E75F;1203;M;47;1;0;0;2;1
10.04;58398DC8;1211;M;42;1;0;0;1;1
10.04;585FA20A;1111;M;89;1;0;0;1;0
10.04;584A23E8;1042;;;1;1;0;1;1
10.04;580FC73D;1211;M;42;1;0;0;1;0
10.04;58289AE1;1024;F;22;1;0;0;1;1
10.04;58178446;1106;F;58;1;0;0;2;1
10.04;582503EA;1214;;;1;1;0;3;1
10.04;584F1DCB;1103;;;0;1;0;1;1
10.04;58297154;1063;M;31;1;0;0;2;1
10.04;5815EF82;1215;M;49;1;0;0;1;1
10.04;580C50ED;1042;;;1;1;0;1;1
10.04;580315AF;1031;M;74;1;0;0;2;1
10.04;58243372;1211;M;42;1;0;0;2;0
10.04;583EE9CF;1051;;;0;1;0;1;1
10.04;5836ED65;1212;;;0;1;0;5;1
10.04;58116F9E;1042;;;1;1;0;1;1
10.04;5834C57E;1055;;;1;1;0;1;0
10.04;583C70EB;1052;;;0;1;0;1;1
10.04;582B7562;1192;;;1;1;0;1;0
10.04;580CE838;1105;M;;1;0;0;1;0
10.04;58254AFF;1117;;;1;1;0;1;1
10.04;581007C3;1117;;;0;1;0;1;1
10.04;5826B750;1072;F;72;1;0;0;1;1
10.04;580365CB;1215;M;49;1;0;0;1;1
10.04;58035DBE;1253;;;0;1;0;1;1
10.04;584397E1;1013;;;1;0;0;1;1
10.04;582406E6;1211;M;42;1;0;0;1;1
10.04;5837B6EA;1224;M;40;1;0;0;4;1
10.04;5848621A;1108;M;38;1;0;0;1;0
10.04;5815F1A0;1103;;;0;1;0;1;1
10.04;5803DAE8;1036;;;0;1;0;5;1
10.04;5837E0B1;1453;;;0;1;0;1;1
10.04;5838B09B;1121;F;67;1;0;0;1;1
10.04;582FCC55;1133;;;1;1;0;1;0
10.04;585EA0AD;1086;F;37;1;0;0;1;0
10.04;581EE72F;1101;M;49;1;0;0;2;1
10.04;582D5EA8;1148;;;1;0;0;5;1
10.04;58278949;1215;F;53;1;0;0;2;1
10.04;584E1AFA;1102;;;0;1;0;1;1
10.04;5805D587;1384;;;0;1;0;1;1
10.04;580F5876;1046;M;45;1;0;0;1;1
10.04;58262021;1087;;;0;1;0;1;1
10.04;5833E560;1091;;;1;1;0;3;1
10.04;580822C4;1126;F;61;1;0;0;1;1
10.04;584E9DF8;1196;;;1;1;0;3;1
10.04;5838039E;1211;M;42;1;0;0;1;1
10.04;5830B4AF;1098;;;0;1;0;4;1
10.04;584561FC;1476;;;0;1;0;1;1
10.04;58351F7F;1036;M;25;1;0;0;2;0
10.04;585EBE64;1021;M;45;1;0;1;3;1
10.04;5803E78E;1135;;;0;1;0;1;1
10.04;585DEAC4;1145;;;1;1;0;1;1
10.04;5817FA8E;1215;M;49;1;0;0;1;1
10.04;5808AD25;1203;M;57;1;0;0;1;1
10.04;58098A0A;1133;;;0;1;0;1;1
10.04;581CFE56;1141;F;65;1;0;0;1;1
10.04;581C6283;1103;;;0;1;0;1;1
10.04;581735A4;1054;;;0;1;0;2;1
10.04;58155BD7;1131;;;0;1;0;1;1
10.04;580551DC;1453;;;0;1;0;1;1
10.04;58248963;1194;M;54;1;0;0;3;1
10.04;5822CF09;1215;M;49;1;0;0;1;1
10.04;5832B6F8;1426;;;0;1;0;5;1
10.04;58580E7F;1131;M;25;1;0;0;2;1
10.04;58113AEC;1211;M;42;1;0;0;1;0
10.04;580734B3;1025;;;1;0;0;3;1
10.04;5834AC4D;1048;;;0;1;0;1;0
10.04;581290CA;1044;M;32;1;0;0;1;1
10.04;5830AEA7;1163;;;0;1;0;1;1
10.04;584159B4;1211;M;42;1;0;0;1;0
10.04;584D42B9;1215;M;49;1;0;0;1;0
10.04;5823DAB9;1013;M;42;1;0;0;1;1
10.04;5829B22B;1067;M;76;1;0;0;1;1
10.04;584246EE;1211;M;42;1;0;0;1;1
10.04;5811A3DB;1211;M;39;1;0;0;1;0
10.04;58276397;1013;M;46;1;0;0;1;1
10.04;58170145;1013;F;33;1;0;0;1;1
10.04;58493D84;1042;;;1;1;0;1;1
10.04;5821564E;1211;M;42;1;0;0;1;1
10.04;581C5843;1124;F;;1;0;0;1;0
10.04;5858912F;1453;;;0;1;0;1;1
10.04;5802D3E0;1145;;;1;1;0;1;1
10.04;584207C3;1027;F;47;1;0;0;1;1
10.04;584D478F;1214;;;1;1;0;4;1
10.04;584A96A0;1204;F;68;1;0;0;2;1
10.04;58410583;1054;;;1;0;0;1;1
10.04;58112E2B;1149;;;0;1;0;1;1
10.04;5816A916;1117;;;1;0;0;1;0
10.04;5841DD51;1389;;;0;1;0;1;1
10.04;5800030E;1115;;;0;1;0;1;1
10.04;580BEBFA;1165;M;30;1;0;0;1;1
10.04;58458842;1054;;;0;1;0;1;1
10.04;58376333;1078;;;0;1;0;1;1
10.04;58274895;1453;;;0;1;0;1;1
10.04;58158D2E;1044;;;0;1;0;1;1
10.04;58284414;1098;F;56;1;0;0;2;1
10.04;58329A44;1022;F;72;1;0;0;2;1
10.04;584E99FF;1089;M;;1;0;0;1;0
10.04;582EA145;1203;M;37;1;0;0;1;1
10.04;580A4F4C;1013;M;46;1;0;0;1;1
10.04;582EA3DF;1453;;;0;1;0;1;1
10.04;581D7D8F;1028;M;35;1;0;0;4;1
10.04;5835C890;1025;;;0;1;0;2;1
10.04;5825F960;1042;;;1;1;0;1;0
10.04;582F2CCA;1125;M;31;1;0;0;2;1
10.04;5836C468;1077;;;0;1;0;1;1
10.04;5801779C;1211;M;42;1;0;0;1;0
10.04;583D5D44;1191;M;49;1;0;0;1;1
10.04;585EC9BB;1453;;;0;1;0;1;1
10.04;5844F061;1025;;;0;1;0;1;1
10.04;583623F6;1215;M;49;1;0;0;1;1
10.04;583772B0;1042;;;1;1;0;1;1
10.04;5832F461;1151;F;;1;0;0;1;0
10.04;5818973F;1211;M;42;1;0;0;1;0
10.04;5824AA30;1143;M;39;1;0;0;2;1
10.04;582B9C0F;1253;;;0;1;0;1;1
10.04;58259C2A;1033;M;71;1;0;1;2;1
10.04;584E638A;1237;;;0;1;0;1;1
10.04;58382D7B;1132;F;34;1;0;0;1;0
10.04;5811C592;1211;M;42;1;0;0;1;0
10.04;5831601C;1042;;;1;1;0;1;1
10.04;584C9C36;1021;M;48;1;0;0;1;1
10.04;583001EE;1453;;;0;1;0;1;1
10.04;581BE5D6;1115;;;0;1;0;3;1
10.04;582FDB30;1211;M;42;1;0;0;2;0
10.04;58187C31;1157;M;42;1;0;0;2;1
10.04;580A4982;1152;F;57;1;0;0;2;1
10.04;58362637;1185;F;45;1;0;0;1;1
10.04;5821AD33;1024;F;38;1;0;0;2;1
10.04;583EAA11;1215;M;49;1;0;0;1;1
10.04;584ACE58;1223;F;61;1;0;0;1;1
10.04;582F5CCD;1094;;;0;1;0;1;1
10.04;583440A5;1139;F;38;1;0;0;3;1
10.04;58589438;1031;F;25;1;0;0;3;1
10.04;581012DA;1081;F;;1;0;0;1;0
10.04;583D7569;1174;F;23;1;0;0;2;1
10.04;5810AAA6;1173;M;29;1;0;0;1;1
10.04;584DF986;1141;M;63;1;0;0;1;0
10.04;58162A8F;1300;;;0;1;0;1;1
10.04;581A3FAE;1173;F;;1;0;0;1;0
10.04;5836E9D2;1108;M;38;1;0;0;1;0
10.04;58016AEA;1163;;;1;1;0;1;0
10.04;580A65B3;1051;;;0;1;0;5;1
10.04;58296F11;1156;F;82;1;0;0;1;0
10.04;581D00B7;1211;M;42;1;0;0;1;0
10.04;5822DFEA;1042;;;1;1;0;1;0
10.04;58142A60;1161;M;49;1;0;0;2;1
10.04;58020486;1142;M;35;1;0;0;1;1
10.04;580D1BDF;1051;F;28;1;0;0;2;1
10.04;584104B9;1107;M;51;1;0;0;1;1
10.04;581F669F;1158;F;47;1;0;0;2;1
10.04;585CB95E;1043;F;;1;0;0;1;0
10.04;584D76A7;1042;;;1;1;0;1;1
10.04;584A5003;1173;M;48;1;0;0;1;1
10.04;5858CF87;1215;M;49;1;0;0;1;1
10.04;58083A04;1131;;;0;1;0;3;0
10.04;585FC572;1453;;;0;1;0;1;1
10.04;584F161C;1025;M;63;1;0;0;2;1
10.04;58437314;1149;F;50;1;0;0;5;1
10.04;58590A95;1077;M;50;1;0;0;1;1
10.04;58395893;1211;M;42;1;0;0;1;1
10.04;5843F0E0;1215;M;49;1;0;0;1;0
10.04;58059AEB;1088;;;0;1;0;1;1
10.04;58163EE2;1035;F;26;1;0;0;2;1
10.04;582167E6;1171;M;53;1;0;0;1;0
10.04;582344C0;1011;M;82;1;0;0;1;1
10.04;58120501;1147;F;50;1;0;0;1;1
10.04;585D1217;1143;F;77;1;0;0;4;0
10.04;58378063;1214;M;44;1;0;0;1;1
10.04;584FD43F;1036;M;30;1;0;0;1;1
10.04;582E7C75;1025;;;0;1;0;1;0
10.04;582E311D;1022;;;0;1;0;1;1
10.04;584D87E4;1013;F;51;1;0;0;1;1
10.04;584FFCA7;1215;M;49;1;0;0;1;0
10.04;58344B75;1095;F;65;1;0;0;1;1
10.04;58282E3C;1164;M;;1;0;0;1;0
10.04;584F8684;1399;;;0;1;0;2;1
10.04;584F4401;1094;;;0;1;0;1;1
10.04;585D2FE0;1115;;;0;1;0;3;1
10.04;580E7C6B;1103;F;21;1;0;0;1;1
10.04;581C3A69;1161;F;;1;0;0;2;0
10.04;581CA759;1013;M;46;1;0;0;2;1
10.04;581E99B4;1108;F;72;1;0;0;3;1
10.04;583B1D43;1215;M;47;1;0;0;1;0
10.04;583BA736;1135;;;1;1;0;4;1
10.04;582E0AAA;1188;F;26;1;0;0;2;1
10.04;583977BC;1315;;;0;1;0;1;1
10.04;585E7D38;1042;F;63;1;0;0;1;1
10.04;585FA210;1101;M;43;1;0;0;1;1
10.04;585DBDE2;1132;M;;1;0;0;1;0
10.04;581C9117;1041;F;51;1;0;0;1;1
10.04;58211714;1077;M;31;1;0;0;4;1
10.04;585E74EE;1028;;;1;1;0;1;0
10.04;5818B0D6;1151;M;62;1;0;0;1;0
10.04;58051CFF;1084;M;66;1;0;0;1;1
10.04;581BE8C6;1051;;;0;1;0;2;1
10.04;5822A49D;1113;;;1;0;0;5;1
10.04;583DD731;1097;F;24;1;0;0;3;1
10.04;58044075;1042;;;1;1;0;1;1
10.04;5838809F;1123;;;0;1;0;5;1
10.04;585ECB1D;1389;;;0;1;0;1;1
10.04;585AB80A;1215;F;;1;0;0;1;0
10.04;58436C17;1211;M;42;1;0;0;1;1
10.04;583AA12A;1132;F;41;1;0;0;2;1
10.04;584BD4B1;1453;;;0;1;0;1;1
10.04;5830843D;1117;;;0;1;0;1;1
10.04;582E9098;1121;F;57;1;0;0;1;1
10.04;58435E49;1211;M;42;1;0;0;1;0
10.04;5826F403;1453;;;0;1;0;1;0
10.04;5828D581;1453;;;0;1;0;1;1
10.04;58284DE7;1173;F;48;1;0;0;2;1
10.04;585F8082;1119;F;;1;0;0;1;0
10.04;580D723F;1601;;;0;1;0;1;1
10.04;5825E477;1116;M;46;1;0;0;1;1
10.04;581B65C9;1453;;;0;1;0;1;1
10.04;584F5708;1095;;;0;1;0;1;1
10.04;583A900F;1013;F;46;1;0;0;1;1
10.04;5842FB0B;1119;M;49;1;0;0;3;1
10.04;58066F2D;1149;F;56;1;0;0;1;1
10.04;5802A787;1391;;;0;1;0;1;1
10.04;580AE19D;1389;;;0;1;0;1;1
10.04;582220A9;1023;;;0;1;0;1;0
10.04;58233D5D;1088;;;1;0;0;1;1
10.04;5847B974;1118;M;85;1;0;0;1;1
10.04;5810E74B;1105;;;1;1;0;2;1
10.04;5846DC71;1039;M;;1;0;0;1;0
10.04;5834B021;1039;M;76;1;0;0;1;0
10.04;5806CC3D;1191;M;60;1;0;0;1;1
10.04;582315E7;1042;;;1;1;0;1;0
10.04;5823FDB0;1031;M;47;1;0;0;1;1
10.04;5827E4B2;1211;M;42;1;0;0;1;0
10.04;584765E6;1042;;;1;1;0;1;1
10.04;580A2203;1097;;;0;1;0;2;1
10.04;58584297;1101;M;44;1;0;0;3;1
10.04;581E0C5D;1211;;;1;1;0;2;1
10.04;582B6564;1025;;;0;1;0;1;1
10.04;5858B34C;1211;M;42;1;0;0;1;1
10.04;58491B3D;1063;;;1;1;0;4;1
10.04;5827A824;1149;;;0;1;0;1;1
10.04;58337D86;1225;M;71;1;0;0;2;1
10.04;580B7032;1171;M;40;1;0;0;1;1
10.04;580062C1;1163;;;1;1;0;3;1
10.04;58466D0D;1011;M;48;1;0;0;1;0
10.04;5834D048;1045;;;1;1;0;2;1
10.04;583BEE92;1117;;;1;1;0;1;1
10.04;581B5AD7;1045;M;;1;0;0;1;0
10.04;58590898;1051;;;0;1;0;1;1
10.04;5817A8EB;1157;M;51;1;0;0;1;1
10.04;5843FFB3;1033;F;75;1;0;1;2;1
10.04;58074102;1042;;;1;1;0;1;1
10.04;58185799;1108;M;34;1;0;0;1;1
10.04;5825CDDE;1173;F;47;1;0;0;2;1
10.04;58271D59;1204;F;61;1;0;1;1;1
10.04;58412888;1073;;;1;1;0;1;0
10.04;5830FE62;1089;;;0;1;0;1;0
10.04;5820E4CF;1041;;;0;1;0;5;0
10.04;5801E1BC;1225;M;50;1;0;0;1;1
10.04;58423D44;1526;;;1;1;0;1;0
10.04;585F117F;1192;M;;1;1;0;5;1
10.04;582739F2;1215;M;49;1;0;0;1;1
10.04;582E0CC6;1039;F;;1;0;0;1;0
10.04;58406AB8;1215;M;49;1;0;0;1;1
10.04;581FCC55;1186;M;52;1;0;0;2;1
10.04;583702D4;1125;F;56;1;0;0;3;1
10.04;584A3E87;1211;M;42;1;0;0;1;0
10.04;583E8583;1116;F;30;1;0;0;1;1
10.04;581BF3A1;1149;M;44;1;0;0;2;1
10.04;583BE810;1103;;;0;1;0;1;1
10.04;580FDE33;1042;;;1;1;0;1;1
10.04;585FAE61;1048;;;1;1;0;2;1
10.04;582BF45B;1108;M;38;1;0;0;1;0
10.04;582BEAAC;1027;M;81;1;0;0;2;0
10.04;5839CBF9;1039;M;61;1;0;0;1;1
10.04;5817BF87;1161;M;68;1;0;0;2;1
10.04;5811BC6B;1012;M;43;1;0;0;1;0
10.04;58336BBF;1054;;;0;1;0;1;1
10.04;581FE978;1410;;;0;1;0;4;1
10.04;5846F6DE;1399;;;1;1;0;1;1
10.04;5814DBB2;1041;F;;1;0;0;1;0
10.04;58213ED6;1115;F;63;1;0;0;1;0
10.04;58120141;1087;;;0;1;0;1;1
10.04;58593D24;1066;;;0;1;0;1;1
10.04;582A1FEA;1453;;;0;1;0;1;1
10.04;58059EB0;1075;;;1;0;0;1;0
10.04;582558A4;1039;M;71;1;0;0;1;1
10.04;58581FBC;1116;F;;1;0;0;1;0
10.04;5801034E;1134;F;79;1;0;0;2;1
10.04;58288658;1391;;;0;1;0;1;1
10.04;5827BDA6;1149;;;0;1;0;1;1
10.04;58026240;1146;M;25;1;0;0;2;1
10.04;5815EF4F;1119;;;0;1;0;5;1
10.04;583FFC3D;1077;M;30;1;0;0;3;1
10.04;5830DEFE;1453;;;0;1;0;1;1
10.04;583CE241;1108;F;42;1;0;0;2;1
10.05;5814A407;1300;;;0;1;0;1;1
10.05;581E5FE6;1062;;;0;1;0;5;1
10.05;584978ED;1211;M;42;1;0;0;1;0
10.05;583D8B55;1042;;;1;1;0;1;0
10.05;58311784;1211;M;42;1;0;0;1;0
10.05;5837F714;1098;M;;1;0;0;1;0
10.05;5836FCD1;1453;;;0;1;0;1;1
10.05;585AD486;1013;;;1;1;0;1;0
10.05;583F0D3B;1042;;;1;1;0;1;1
10.05;5847D49F;1087;M;42;1;0;0;1;1
10.05;58480067;1013;M;46;1;0;0;1;1
10.05;582A380B;1214;M;33;1;0;0;1;1
10.05;5837A215;1225;M;;1;0;0;1;0
10.05;5859F09D;1185;F;64;1;0;0;1;0
10.05;58057231;1026;M;34;1;0;0;2;1
10.05;5830D646;1173;F;36;1;0;0;1;1
10.05;5805662F;1027;;;1;1;0;1;1
10.05;58475B72;1116;;;0;1;0;1;1
10.05;58133593;1034;;;0;1;0;1;1
10.05;5815B6A9;1194;F;69;1;0;0;1;1
10.05;58119791;1114;M;80;1;0;0;1;0
10.05;5822094D;1042;;;1;1;0;1;0
10.05;5819A3BB;1033;F;68;1;0;0;2;1
10.05;5815D69A;1368;;;0;1;0;5;1
10.05;58180828;1253;;;0;1;0;1;1
10.05;582F76AC;1453;;;0;1;0;1;1
10.05;5808BB02;1000;;;1;0;0;1;0
10.05;583AE57B;1138;M;;1;0;0;1;1
10.05;5842A506;1211;M;42;1;0;0;1;0
10.05;58421A7F;1171;M;38;1;0;0;1;0
10.05;584943E4;1163;F;56;1;0;0;1;1
10.05;58181615;1215;M;49;1;0;0;1;1
10.05;5839C104;1148;M;34;1;0;0;4;1
10.05;58223EC2;1076;F;35;1;0;0;1;0
10.05;581EFB20;1039;M;42;1;0;0;1;0
10.05;58086DEF;1117;;;1;0;0;1;0
10.05;5845A1DD;1201;M;;1;1;0;1;1
10.05;583DEB81;1034;;;0;1;0;1;1
10.05;58494507;1196;M;23;1;0;0;2;1
10.05;58270E97;1149;;;0;1;0;2;1
10.05;583D9E05;1051;;;0;1;0;1;1
10.05;5837A1D7;1123;F;39;1;0;0;1;1
10.05;58302933;1107;;;0;1;0;1;1
10.05;58309F2E;1022;F;78;1;0;0;1;1
10.05;58599D83;1054;;;0;1;0;1;1
10.05;5803516C;1031;M;49;1;0;0;4;1
10.05;5841D117;1105;M;48;1;0;0;1;1
10.05;581C0B58;1062;F;;1;0;0;1;1
10.05;5843A87B;1133;;;0;1;0;2;1
10.05;58331E84;1062;F;72;1;0;0;1;0
10.05;580BE797;1042;;;1;1;0;1;1
10.05;583D106F;1013;M;46;1;0;0;1;1
10.05;580F0F7C;1149;;;0;1;0;1;1
10.05;5833B664;1221;M;;1;0;0;1;0
10.05;58328DDB;1089;F;36;1;0;0;2;1
10.05;58091316;1539;;;0;1;0;1;1
10.05;5838138E;1134;F;35;1;0;0;1;1
10.05;581A5E15;1042;;;1;1;0;1;1
10.05;583715F4;1042;;;1;1;0;1;0
10.05;584FBBC3;1172;M;25;1;0;0;1;1
10.05;5825441E;1016;M;51;1;0;0;5;1
10.05;581D4B82;1211;M;42;1;0;0;1;0
10.05;583124AE;1147;F;75;1;0;0;1;0
10.05;584C67B0;1029;F;66;1;0;0;1;1
10.05;58327546;1214;M;38;1;0;0;1;0
10.05;580969D9;1205;;;0;1;0;1;1
10.05;582D974F;1211;M;42;1;0;0;1;0
10.05;58006AE1;1211;M;42;1;0;0;1;1
10.05;5802578D;1389;;;0;1;0;1;1
10.05;58417F76;1212;;;1;1;0;3;1
10.05;5801C3D1;1300;;;0;1;0;1;1
10.05;5803BEA2;1097;;;0;1;0;5;1
10.05;58240787;1085;F;34;1;0;0;1;1
10.05;584A3FAB;1213;M;45;1;0;0;1;1
10.05;583B3F4A;1113;M;37;1;0;0;3;1
10.05;584396D0;1211;M;42;1;0;0;1;0
10.05;58150025;1201;F;24;1;0;0;1;1
10.05;5825FD6E;1071;M;62;1;0;0;1;0
10.05;582B1F67;1141;M;67;1;0;0;1;0
10.05;5818D1E0;1097;M;40;1;0;0;1;1
10.05;58000B29;1087;;;0;1;0;5;1
10.05;582CC890;1042;;;1;1;0;1;1
10.05;585EBA1D;1108;M;38;1;0;0;1;0
10.05;580A8D8D;1037;;;0;1;0;5;1
10.05;581EECC5;1139;;;0;1;0;1;1
10.05;5801A761;1115;F;57;1;0;0;1;0
10.05;5803AA23;1103;;;0;1;0;1;1
10.05;581DF06D;1239;M;24;1;0;0;1;1
10.05;584F8E3D;1044;;;0;1;0;1;1
10.05;583569F7;1061;;;0;1;0;1;1
10.05;581F538A;1012;;;1;1;0;1;0
10.05;581AEE90;1015;;;1;1;0;1;0
10.05;58490493;1426;;;0;1;0;5;1
10.05;58591E0F;1106;;;0;1;0;5;1
10.05;582ED0AC;1038;M;59;1;0;0;1;1
10.05;58334382;1616;;;1;1;0;1;1
10.05;583F347B;1453;;;0;1;0;1;1
10.05;58199E39;1122;;;1;1;0;2;1
10.05;582FAAF1;1215;M;49;1;0;0;1;1
10.05;5830FB6A;1149;M;42;1;0;0;2;1
10.05;584046B0;1028;;;1;1;0;2;1
10.05;581C7502;1201;M;38;1;0;0;1;1
10.05;583530ED;1156;;;1;0;0;1;1
10.05;58201CC9;1182;M;61;1;0;0;3;1
10.05;581F938B;1101;F;36;1;0;0;1;1
10.05;5859232F;1054;;;0;1;0;1;1
10.05;58403E1F;1117;F;34;1;0;0;1;1
10.05;583E8D4A;1013;F;46;1;0;0;1;1
10.05;58203DEA;1300;;;0;1;0;1;1
10.05;585E4034;1141;;;1;0;0;1;0
10.05;585941FC;1156;M;32;1;0;0;1;1
10.05;580084B5;1188;M;40;1;0;0;2;1
10.05;584736D5;1031;M;42;1;0;0;2;1
10.05;58225D1C;1211;M;42;1;0;0;1;1
10.05;5823E8DE;1112;F;38;1;0;0;4;1
10.05;584A52AA;1087;;;0;1;0;1;1
10.05;5835B1D3;1211;M;42;1;0;0;1;1
10.05;583B95AA;1139;;;0;1;0;3;1
10.05;583A73D7;1202;F;44;1;0;0;2;1
10.05;5819B00C;1106;F;67;1;0;0;1;1
10.05;580E0988;1042;;;1;1;0;1;0
10.05;5838DC55;1042;;;0;1;0;1;1
10.05;584DA7B2;1087;;;0;1;0;1;1
10.05;583BC2E8;1134;F;52;1;0;0;1;1
10.05;584C70A3;1151;F;24;1;0;0;1;1
10.05;58466BB6;1114;F;;1;1;0;1;0
10.05;58275E30;1158;M;61;1;0;0;1;0
10.05;584D54E5;1011;;;0;1;0;1;1
10.05;583EC92B;1095;;;0;1;0;1;1
10.05;58368741;1119;;;0;1;0;1;1
10.05;582EF879;1171;F;37;1;0;0;2;1
10.05;584BD8A7;1182;M;72;1;0;0;2;1
10.05;5838D11A;1185;F;59;1;0;0;2;0
10.05;5827A06A;1013;F;46;1;0;0;1;0
10.05;581C1927;1114;;;0;1;0;1;0
10.05;582660BC;1239;M;68;1;0;0;1;0
10.05;58008E45;1138;F;72;1;0;0;1;0
10.05;580A87FC;1139;;;1;0;0;1;1
10.05;58357F2E;1021;F;37;1;0;0;2;1
10.05;583DC46E;1214;M;30;1;0;0;1;0
10.05;583F2299;1215;M;49;1;0;0;1;1
