megye;varos;uzlet_tipus;uzlet_nev;uzlet_cim;ertekesites;ugyfelszolgalat;atvetel;latitude;longitude;nyitvatartas
Borsod-Abaúj-Zemplén;Sárospatak;Pick Pack Pont;Inmedio-Sárospatak Rákóczi út;3950 Sárospatak, Rákóczi út 29 (Közterületen- Rákóczi u 29.);0;0;1;48.320787599999996;21.5685518;Hétfő - Péntek: 7:00-17:00,Szombat: 7:00-12:00,Vasárnap: Zárva
Borsod-Abaúj-Zemplén;Sátoraljaújhely;Telekom partner;MOBILPARTNER HUNGARY Kft.;3980 Sátoraljaújhely, Táncsics tér 3/a;1;1;1;48.3973908;21.6554025;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-13:00,Vasárnap: Zárva
Borsod-Abaúj-Zemplén;Sátoraljaújhely;Pick Pack Pont;AVANTI-Sátoraljaújhely;3980 Sátoraljaújhely, Kazinczy utca 156;0;0;1;48.412498;21.64865;Hétfő - Vasárnap: 6:00-22:00
Borsod-Abaúj-Zemplén;Sátoraljaújhely;Pick Pack Pont;Inmedio-Sátoraljaújhely;3890 Sátoraljaújhely, Rákóczi út 10 (Közterület - Rákóczi út 10);0;0;1;48.3224291;21.5699671;Hétfő - Péntek: 6:30-16:00,Szombat: 6:30-12:00,Vasárnap: Zárva
Borsod-Abaúj-Zemplén;Sátoraljaújhely;Pick Pack Pont;Inmedio-Sátoraljaújhely TESCO;TESCO bevásárlóközpont 3980 Sátoraljaújhely, Kazinczy F. utca 105 (A Tesco bejáratától balra az üzletsoron);0;0;1;48.4153222274679;21.644004661993453;Hétfő - Péntek: 9:00-20:00,Szombat: 8:00-20:00,Vasárnap: 9:00-17:00
Borsod-Abaúj-Zemplén;Szerencs;Telekom partner;MOBILPARTNER HUNGARY Kft.;3900 Szerencs, Rákóczi út 86.;1;1;1;48.162915000000005;21.198921;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-12:30,Vasárnap: Zárva
Borsod-Abaúj-Zemplén;Szerencs;Pick Pack Pont;Inmedio-Szerencs TESCO;TESCO bevásárlóközpont 3900 Szerencs, Gyár utca 40 (Tesco bejárattól jobbra látszik);0;0;1;48.1567489;21.2017741;Hétfő - Szombat: 7:00-20:00,Vasárnap: 8:00-17:00
Borsod-Abaúj-Zemplén;Tiszaújváros;Telekom partner;MOBILKER TEAM Kft.;3580 Tiszaújváros, Szent István út 13;1;1;1;47.931844;21.034077;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Borsod-Abaúj-Zemplén;Tiszaújváros;Pick Pack Pont;Inmedio-Tiszaújváros TESCO;TESCO bevásárlóközpont 3580 Tiszaújváros, Őrösi út 1/a (Tesco bejárattól jobbra az üzletsoron);0;0;1;47.931610299999996;21.0261147;Hétfő - Szombat: 9:00-20:00,Vasárnap: 9:00-19:00
Borsod-Abaúj-Zemplén;Tokaj;Pick Pack Pont;MOL-Tokaj Tarcali u.;MOL töltőállomás 3910 Tokaj, Tarcali utca;0;0;1;48.10601063915495;21.40051290799261;Hétfő - Vasárnap: 6:00-22:00
Budapest;Budapest, I. kerület;Pick Pack Pont;Relay-Batthyány tér Metró;Batthyány tér metrómegálló 1011 I. kerület, Batthyány tér 1 (Duna felőli mozgólépcső mellett közvetlenül);0;0;1;47.506792299999994;19.0386646;Hétfő - Péntek: 6:00-19:00,Szombat - Vasárnap: 6:00-15:00
Budapest;Budapest, II. kerület;Telekom partner;Prospero Telekom Kft. (Budagyöngye);Budagyöngye bevásárlóközpont 1026 II. kerület, Szilágyi Erzsébet fasor 121.;1;1;1;47.516295;18.99992;Hétfő - Péntek: 10:00-19:00,Szombat: 10:00-15:00,Vasárnap: Zárva
Budapest;Budapest, II. kerület;Telekom üzlet;Mammut I. második emelet;Mammut I. bevásárlóközpont 1024 II. kerület, Lövőház utca 2-6. (II.emelet);1;1;1;47.508557134690584;19.02583312247623;Hétfő - Szerda: 10:00-21:00,Csütörtök: 9:00-21:00,Péntek - Szombat: 10:00-21:00,Vasárnap: 10:00-18:00
Budapest;Budapest, II. kerület;Pick Pack Pont;OMV-Hűvösvölgyi u.;1021 II. kerület, Hűvösvölgyi út 118;0;0;1;47.5345928;18.9737698;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, II. kerület;Pick Pack Pont;OMV-Szilágyi Erzsébet fasor;1026 II. kerület, Szilágyi Erzsébet fasor 51;0;0;1;47.51008710000001;19.01191;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, II. kerület;Pick Pack Pont;OMV-Tölgyfa u.;1027 II. kerület, Tölgyfa utca 1-3;0;0;1;47.512257;19.035942000000002;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, II. kerület;Pick Pack Pont;Playersroom - Budagyöngye;Budagyöngye bevásárlóközpont 1026 II. kerület, Szilágyi Erzsébet fasor 121.;0;0;1;47.516295;18.99992;Hétfő - Péntek: 12:00-19:00,Szombat: 10:00-15:00,Vasárnap: Zárva
Budapest;Budapest, II. kerület;Pick Pack Pont;Playersroom - Mamut Gold;Mammut II. bevásárlóközpont 1024 II. kerület, Lövőház utca 2-4 (Mammut II. I.emelet, DM és Bershka között);0;0;1;47.50864070000001;19.026032;Hétfő - Szombat: 10:00-21:15,Vasárnap: Zárva
Budapest;Budapest, III. kerület;Telekom partner;Prospero Telekom Kft. (Eurocenter);Eurocenter bevásárlóközpont 1032 III. kerület, Bécsi út 154.;1;1;1;47.545549900000005;19.0285145;Hétfő - Péntek: 9:00-20:00,Szombat: 9:00-18:00,Vasárnap: 10:00-18:00
Budapest;Budapest, III. kerület;Telekom partner;Sasvári Kft. (Auchan);Auchan bevásárlóközpont 1033 III. kerület, Szentendrei út 115;1;1;1;47.559871;19.047496;Hétfő - Szombat: 9:00-20:00,Vasárnap: 9:00-19:00
Budapest;Budapest, III. kerület;Pick Pack Pont;Inmedio-Csobánka tér;1031 III. kerület, Csobánka tér 2 (Tíz emeletes ház alatt);0;0;1;47.598338399999996;19.0519706;Hétfő - Péntek: 6:00-19:00,Szombat: 6:00-13:00,Vasárnap: Zárva
Budapest;Budapest, III. kerület;Pick Pack Pont;Inmedio-Flórián Üzletközpont;Flórián Üzletközpont bevásárlóközpont 1033 III. kerület, Flórián tér 6-9;0;0;1;47.5422519;19.0410877;Hétfő - Péntek: 7:00-19:00,Szombat: 7:00-14:00,Vasárnap: Zárva
Budapest;Budapest, III. kerület;Pick Pack Pont;Inmedio-Óbuda Auchan;Auchan bevásárlóközpont 1033 III. kerület, Szentendrei út 115 (20-as pénztárral szemben);0;0;1;47.559871;19.047496;Hétfő - Szombat: 8:00-21:00,Vasárnap: 8:00-19:30
Budapest;Budapest, III. kerület;Pick Pack Pont;OMV-Királyok útja;1039 III. kerület, Királyok útja 178;0;0;1;47.590159;19.065307;Hétfő - Vasárnap: 6:00-22:00
Budapest;Budapest, III. kerület;Pick Pack Pont;OMV-Ladik utca;1033 III. kerület, Ladik utca 1.;0;0;1;47.55105409999999;19.044590499999998;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, III. kerület;Pick Pack Pont;OMV-Szentendrei út;1039 III. kerület, Czetz J. út (Szentendrei út - Czetz J. u. sarok);0;0;1;47.579204553608854;19.04977970538789;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, III. kerület;Pick Pack Pont;OMV-Üröm Külső Bécsi út;1032 III. kerület, (Üröm) Külső Bécsi út 2;0;0;1;47.586092;18.996918;Hétfő - Vasárnap: 5:00-22:00
Budapest;Budapest, III. kerület;Pick Pack Pont;Relay-Békásmegyer HÉV;Békásmegyer HÉV-megálló 1033 III. kerület, Békásmegyer (Hév peron);0;0;1;47.59814794039838;19.054516839981037;Hétfő - Péntek: 4:00-20:00,Szombat - Vasárnap: 4:00-18:00
Budapest;Budapest, IV. kerület;Pick Pack Pont;OMV-Bp. Váci út 77.;1044 IV. kerület, Váci út 77;0;0;1;47.57714;19.081533;Hétfő - Vasárnap: 0:00-0:00
Budapest;Budapest, IV. kerület;Pick Pack Pont;OMV-Váci út 16.;1044 IV. kerület, Váci út 16;0;0;1;47.564261;19.078548;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, V. kerület;Telekom partner;Novala Net Kft.;1052 V. kerület, Petőfi Sándor utca 12.;1;1;1;47.4925;19.0513;Hétfő - Péntek: 9:00-19:00,Szombat - Vasárnap: Zárva
Budapest;Budapest, V. kerület;Pick Pack Pont;Inmedio-Váci u.;1052 V. kerület, Váci utca 10.;0;0;1;47.495050899999995;19.0519919;Hétfő - Szombat: 8:00-20:00,Vasárnap: 8:00-18:00
Budapest;Budapest, V. kerület;Pick Pack Pont;Inmedio-Városház u.;1052 V. kerület, Városház utca 3-5 (Ferenciek tere és az Astoria között félúton);0;0;1;47.49404620000001;19.056342899999997;Hétfő - Péntek: 7:00-19:00,Szombat: 7:00-14:00,Vasárnap: Zárva
Budapest;Budapest, V. kerület;Pick Pack Pont;Relay - Arany János u. Metró;Arany János utca metrómegálló 1054 V. kerület, Bajcsy-Zsilinszki út (Arany János u. metró kijárat);0;0;1;47.50304942633426;19.054582626983574;Hétfő - Péntek: 5:00-20:00,Szombat: 5:00-14:00,Vasárnap: Zárva
Budapest;Budapest, V. kerület;Pick Pack Pont;Relay FC -Ferenciek tere Metró;Ferenciek tere metrómegálló 1053 V. kerület, Ferenciek tere;0;0;1;47.4930572;19.055816500000002;Hétfő - Péntek: 5:30-20:00,Szombat: 5:30-16:00,Vasárnap: 8:00-13:00
Budapest;Budapest, VI. kerület;Telekom partner;Novala Net Kft. (Westend Jókai sétány);WestEnd City Center bevásárlóközpont 1062 VI. kerület, Váci út 1-3. ((WestEnd, Jókai sétány, aluljárószint));1;1;1;47.51345109485964;19.059541666686986;Hétfő - Szombat: 9:00-21:00,Vasárnap: 10:00-18:00
Budapest;Budapest, VI. kerület;Telekom partner;Novala Net Kft. (Westend Niagara tér);WestEnd City Center bevásárlóközpont 1062 VI. kerület, Váci út 1-3. ((Westend, Niagara tér 102. földszint));1;1;1;47.512958334670145;19.058769190490693;Hétfő - Szombat: 9:00-21:00,Vasárnap: 10:00-18:00
Budapest;Budapest, VI. kerület;Telekom üzlet;Westend első emelet;WestEnd City Center bevásárlóközpont 1062 VI. kerület, Váci út 1-3. (I. emelet);1;1;1;47.51443660135771;19.0602283121948;Hétfő - Szombat: 10:00-20:00,Vasárnap: 10:00-18:00
Budapest;Budapest, VI. kerület;Pick Pack Pont;220volt (Westend);WestEnd City Center bevásárlóközpont 1062 VI. kerület, Váci út 1-3. (Aluljáró szint, Kölcsey Ferenc sétány 54.);0;0;1;47.5139834;19.0594125;Hétfő - Szombat: 9:00-21:00,Vasárnap: Zárva
Budapest;Budapest, VI. kerület;Pick Pack Pont;Dorko-Andrássy út;1061 VI. kerület, Andrássy út 81. (COS üzlet mellett, az Operával srégen szemben);0;0;1;47.5086343;19.0690122;Hétfő - Szombat: 9:00-20:00,Vasárnap: Zárva
Budapest;Budapest, VI. kerület;Pick Pack Pont;Football Factor Andrássy út;1062 VI. kerület, Andrássy út 81.;0;0;1;47.5086343;19.0690122;Hétfő - Péntek: 10:00-19:00,Szombat: 10:00-17:00,Vasárnap: Zárva
Budapest;Budapest, VI. kerület;Pick Pack Pont;Playersroom - Westend (Fila);Westend bevásárlóközpont 1062 VI. kerület, Váci út 1-3 (Földszinten a mozgólépcsővel szemben.);0;0;1;47.51453589104439;19.0596848518677;Hétfő - Szombat: 10:00-21:00,Vasárnap: Zárva
Budapest;Budapest, VII. kerület;Pick Pack Pont;Lottózó-Wesselényi u.;1077 VII. kerület, Wesselényi utca 54.;0;0;1;47.501545;19.070289499999998;Hétfő: 8:00-19:00,Kedd - Péntek: 7:00-19:00,Szombat: 7:00-16:00,Vasárnap: 9:00-15:00
Budapest;Budapest, VII. kerület;Pick Pack Pont;Relay-Péterfy S. utcai Kórház;1076 VII. kerület, Péterfy Sándor utca 8-20. (Péterfy Sándor utcai Kórház);0;0;1;47.50160379999999;19.078566199999997;Hétfő - Péntek: 7:00-15:00,Szombat - Vasárnap: Zárva
Budapest;Budapest, VIII. kerület;Telekom partner;ELASTIC'91 Kft. (Corvin);Corvin Plaza bevásárlóközpont 1082 VIII. kerület, Futó utca 35-47.;1;1;1;47.48634439999999;19.0747022;Hétfő - Szombat: 9:00-20:00,Vasárnap: 10:00-19:00
Budapest;Budapest, VIII. kerület;Telekom partner;Novala Net Kft. (Aréna Plaza);1087 VIII. kerület, Kerepesi út 9. ((Aréna Pláza));1;1;1;47.499117;19.091638;Hétfő - Szombat: 10:00-21:00,Vasárnap: 9:00-19:00
Budapest;Budapest, VIII. kerület;Telekom partner;Novala Net Kft. (Europeum);Europeum bevásárlóközpont 1085 VIII. kerület, Blaha Lujza tér 3-5.;1;1;1;47.496092;19.070068;Hétfő - Szombat: 9:00-20:00,Vasárnap: 10:00-18:00
Budapest;Budapest, VIII. kerület;Pick Pack Pont;Inmedio Aréna Pláza;Aréna Pláza bevásárlóközpont 1081 VIII. kerület, Kerepesi út 9. (Tescoval szemben);0;0;1;47.499117;19.091638;Hétfő - Szombat: 9:00-21:00,Vasárnap: 10:00-19:00
Budapest;Budapest, VIII. kerület;Pick Pack Pont;Lecoq - Arena Plaza;Arena Plaza bevásárlóközpont 1088 VIII. kerület, Kerepesi út 9 (I. emelet Leroy étteremmel szemben.);0;0;1;47.498334164967616;19.09163799999999;Hétfő - Csütörtök: 9:00-20:00,Péntek - Szombat: 9:00-21:00,Vasárnap: Zárva
Budapest;Budapest, VIII. kerület;Pick Pack Pont;MOL - Golgota tér;1089 VIII. kerület, Golgota tér;0;0;1;47.485028;19.092894;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, VIII. kerület;Pick Pack Pont;OMV-Baross u.;1082 VIII. kerület, Baross utca 5;0;0;1;47.4891578;19.0639719;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, VIII. kerület;Pick Pack Pont;OMV-Könyves Kálmán krt 76.;1087 VIII. kerület, Könyves Kálmán körút 76;0;0;1;47.482562;19.10342;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, VIII. kerület;Pick Pack Pont;OMV-Teleki tér;1086 VIII. kerület, Teleki tér;0;0;1;47.493821313643465;19.085596930580095;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, VIII. kerület;Pick Pack Pont;Playersroom - Arena Plaza;Arena Plaza bevásárlóközpont 1087 VIII. kerület, Kerepesi út 9 (I. emelet Leroy étteremmel szemben.);0;0;1;47.498363159065825;19.091552169311512;Hétfő - Szombat: 10:00-21:00,Vasárnap: Zárva
Budapest;Budapest, VIII. kerület;Pick Pack Pont;Playersroom - Corvin Plaza;Corvin Plaza bevásárlóközpont 1083 VIII. kerület, Futó utca 37-45 (New Yorkerrel szemben, földszinten a bejáratnál.);0;0;1;47.48566858199639;19.073639374066147;Hétfő - Szombat: 10:00-21:00,Vasárnap: Zárva
Budapest;Budapest, VIII. kerület;Pick Pack Pont;Playmax - Arena Plaza;Arena Plaza bevásárlóközpont 1089 VIII. kerület, Kerepesi út 9 (I. emelet Apple üzlettel szemben.);0;0;1;47.498566117305145;19.09159508465575;Hétfő - Szombat: 10:00-21:00,Vasárnap: Zárva
Budapest;Budapest, VIII. kerület;Pick Pack Pont;Relay-Klinikák Metró;Klinikák metrómegálló 1089 VIII. kerület, Üllői út 76/A (Metrókijárat jobb oldalán);0;0;1;47.483209;19.078529;Hétfő - Péntek: 5:00-19:00,Szombat: 5:00-14:00,Vasárnap: 6:00-13:00
Budapest;Budapest, VIII. kerület;Pick Pack Pont;Relay-Nagyvárad tér metró;Nagyvárad tér metrómegálló 1089 VIII. kerület, Nagyvárad tér (metró peron);0;0;1;47.478943;19.089796;Hétfő - Péntek: 4:30-19:00,Szombat: 4:30-16:00,Vasárnap: Zárva
Budapest;Budapest, IX. kerület;Telekom partner;Novala Net Kft. (Lurdy Ház);Lurdy Ház bevásárlóközpont 1097 IX. kerület, Könyves Kálmán körút 12-14.;1;1;1;47.4700175;19.0840331;Hétfő - Szombat: 10:00-20:00,Vasárnap: 9:00-18:00
Budapest;Budapest, IX. kerület;Pick Pack Pont;220volt (Duna Ház);Duna Ház bevásárlóközpont 1095 IX. kerület, Boráros tér 7. (I. emelet 12-es üzlet);0;0;1;47.4786424;19.067506299999998;Hétfő - Péntek: 10:00-18:00,Szombat: 10:00-14:00,Vasárnap: Zárva
Budapest;Budapest, IX. kerület;Pick Pack Pont;Inmedio-Soroksár TESCO;TESCO bevásárlóközpont 1091 IX. kerület, Koppány utca 2 (A Soroksári úton található Tesco első emeletén);0;0;1;47.4656135;19.0796032;Hétfő - Szombat: 7:00-21:00,Vasárnap: 7:00-20:00
Budapest;Budapest, IX. kerület;Pick Pack Pont;Inmedio-Táblás utca;1097 IX. kerület, Táblás utca 32.;0;0;1;47.459022;19.102732999999997;Hétfő - Péntek: 7:00-15:00,Szombat - Vasárnap: Zárva
Budapest;Budapest, IX. kerület;Pick Pack Pont;OMV-Gyáli út;1097 IX. kerület, Gyáli út 30;0;0;1;47.4663243;19.1032497;Hétfő - Vasárnap: 5:00-23:00
Budapest;Budapest, IX. kerület;Pick Pack Pont;OMV - Mester utca 89.;1095 IX. kerület, Mester utca 89.;0;0;1;47.468832899999995;19.083289800000003;Hétfő - Vasárnap: 6:00-22:00
Budapest;Budapest, IX. kerület;Pick Pack Pont;OMV-Soroksári út;1097 IX. kerület, Határ út 33-34 (Határ u. - Soroksári út);0;0;1;47.45789129999999;19.1181205;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, IX. kerület;Pick Pack Pont;OMV-Üllői út 137.;1091 IX. kerület, Üllői út 137;0;0;1;47.471416600000005;19.107485699999998;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, IX. kerület;Pick Pack Pont;Relay-Boráros tér HÉV;Boráros tér HÉV-megálló 1093 IX. kerület, Boráros tér 1-2 (Aluljáróban szemben a 6. villamos lejáratával);0;0;1;47.480918;19.0662643;Hétfő - Péntek: 4:00-19:00,Szombat: 4:00-14:00,Vasárnap: 7:00-13:00
Budapest;Budapest, IX. kerület;Pick Pack Pont;Relay-Ecseri út Metró;Ecseri út metrómegálló 1097 IX. kerület, Üllői út 110 (Újpest felé vezető oldal);0;0;1;47.4720439;19.109074;Hétfő - Péntek: 5:00-19:00,Szombat - Vasárnap: 6:00-13:00
Budapest;Budapest, IX. kerület;Pick Pack Pont;Relay-Nagyvárad tér Metró;Nagyvárad tér metrómegálló 1097 IX. kerület, Nagyvárad tér (A metrókijárattal szemben);0;0;1;47.47891359046338;19.08974453240205;Hétfő - Péntek: 5:00-19:00,Szombat: 5:00-16:00,Vasárnap: 6:00-16:00
Budapest;Budapest, IX. kerület;Pick Pack Pont;Relay-Pöttyös u. Metró;Pöttyös utca metrómegálló 1094 IX. kerület, Pöttyös utca (Metró bejárat);0;0;1;47.468807057520465;19.11702135106509;Hétfő - Péntek: 5:00-21:00,Szombat: 5:00-18:00,Vasárnap: 5:00-14:00
Budapest;Budapest, X. kerület;Telekom üzlet;Árkád első emelet;Árkád bevásárlóközpont 1106 X. kerület, Örs vezér tér 25. (I. emelet);1;1;1;47.5024646;19.1369534;Hétfő - Szombat: 10:00-21:00,Vasárnap: 10:00-19:00
Budapest;Budapest, X. kerület;Pick Pack Pont;Inmedio-Árkád;Árkád bevásárlóközpont 1106 X. kerület, Örs Vezér tér 25/A (Az éttermeknél);0;0;1;47.502450399999994;19.1369575;Hétfő - Szombat: 9:00-21:00,Vasárnap: 10:00-19:00
Budapest;Budapest, X. kerület;Pick Pack Pont;MOL - Kőbányai út;1101 X. kerület, Kőbányai út;0;0;1;47.48344880000001;19.1181501;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, X. kerület;Pick Pack Pont;OMV-Kerepesi út 73.;1106 X. kerület, Kerepesi út 73;0;0;1;47.504477;19.150793;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, X. kerület;Pick Pack Pont;OMV-Körösi Csoma S. út;1102 X. kerület, Körösi Csoma S. út (hrsz. 39184/4, Pol-Petrol Kft.);0;0;1;47.49147939276346;19.13787219978326;Hétfő - Vasárnap: 6:00-22:00
Budapest;Budapest, X. kerület;Pick Pack Pont;OMV-Maglódi út;1106 X. kerület, Maglódi út (Maglódi u. - Jászberényi u. sarok);0;0;1;47.4900081891129;19.150685354309076;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, X. kerület;Pick Pack Pont;OMV - Üllői út 110-112.;1101 X. kerület, Üllői út 110-112 (Szila Petrol Kft.);0;0;1;47.4720439;19.109074;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, X. kerület;Pick Pack Pont;Playersroom - Árkád (Fila);Árkád bevásárlóközpont 1106 X. kerület, Örs Vezér tere 25/a (alsó szinten, metró kijáratánál lévő mozgólépcsőnél);0;0;1;47.5024646;19.1369534;Hétfő - Péntek: 10:00-21:00,Szombat: 9:45-21:00,Vasárnap: Zárva
Budapest;Budapest, X. kerület;Pick Pack Pont;Sportfactory-CBA Újhegy;CBA üzletház Újhegy bevásárlóközpont 1103 X. kerület, Gyömrői út 99. (CBA üzletház, bejáratnál a bal oldalon);0;0;1;47.4662843;19.1580212;Hétfő - Péntek: 10:00-19:00,Szombat: 9:00-19:00,Vasárnap: 9:00-18:00
Budapest;Budapest, XI. kerület;Telekom üzlet;Allee;Allee bevásárlóközpont 1117 XI. kerület, Október Huszonharmadika utca 8-10. (földszint);1;1;1;47.4736;19.0491;Hétfő - Szombat: 10:00-21:00,Vasárnap: 10:00-19:00
Budapest;Budapest, XI. kerület;Pick Pack Pont;Inmedio-Albertfalva Auchan;Auchan bevásárlóközpont 1117 XI. kerület, Hunyadi János út 19 (Auchan kasszasorral szemben 27-28. kassza);0;0;1;47.4348674;19.0426702;Hétfő - Szombat: 8:00-21:00,Vasárnap: Zárva
Budapest;Budapest, XI. kerület;Pick Pack Pont;Inmedio-Budafoki TESCO;TESCO bevásárlóközpont 1117 XI. kerület, Hengermalom utca 19-21 (Tesco kasszasorral szemben);0;0;1;47.460852;19.051710999999997;Hétfő - Szombat: 7:00-19:00,Vasárnap: 8:00-16:00
Budapest;Budapest, XI. kerület;Pick Pack Pont;Inmedio-Fehérvári úti Vásárcsarnok;1114 XI. kerület, Kőrösy József út 7-9. (Vásárcsarnok F/12);0;0;1;47.47460780000001;19.0474954;Hétfő - Péntek: 6:30-18:00,Szombat: 6:30-14:00,Vasárnap: Zárva
Budapest;Budapest, XI. kerület;Pick Pack Pont;MOL - Hunyadi út;1112 XI. kerület, Hunyadi János út 2.;0;0;1;47.448934;19.048977999999998;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XI. kerület;Pick Pack Pont;MOL - Irinyi u.;1111 XI. kerület, Irinyi utca 45.;0;0;1;47.474447600000005;19.0532945;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XI. kerület;Pick Pack Pont;OMV-BAH csomópont;1118 XI. kerület, Budaörsi út (Bocsi Food Station Kft. - OMV);0;0;1;47.486699132298384;19.023924027508546;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XI. kerület;Pick Pack Pont;OMV-Balatoni út bev.;1112 XI. kerület, Balatoni út (Balatoni út bev. 756/17 hrsz.);0;0;1;47.435734191826725;19.0063258134918;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XI. kerület;Pick Pack Pont;OMV-Budafoki út;1117 XI. kerület, Budafoki út 111-113;0;0;1;47.4639586;19.0525579;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XI. kerület;Pick Pack Pont;OMV-Budaörsi út;1112 XI. kerület, Budaörsi út 112;0;0;1;47.465336;19.013907;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XI. kerület;Pick Pack Pont;OMV-Fehérvári út;1116 XI. kerület, Fehérvári út 166;0;0;1;47.451271999999996;19.038794;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XI. kerület;Pick Pack Pont;OMV-Irinyi J.út;1111 XI. kerület, Irinyi J. út 34-36;0;0;1;47.473904;19.054643;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XI. kerület;Pick Pack Pont;OMV-Péterhegyi út;1116 XI. kerület, Péterhegyi út 66-68.;0;0;1;47.453446299999996;19.018277899999998;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XI. kerület;Pick Pack Pont;Playersroom - Savoya Park;Savoya Park bevásárlóközpont 1117 XI. kerület, Hunyadi János út 19 (Főbejárattal szemben.);0;0;1;47.43460613712895;19.041211078295873;Hétfő - Péntek: 9:00-20:30,Szombat: 9:00-21:00,Vasárnap: Zárva
Budapest;Budapest, XII. kerület;Telekom üzlet;MOM Park;MOM Park bevásárlóközpont 1123 XII. kerület, Alkotás út 53.;1;1;1;47.4907309;19.023923;Hétfő - Szerda: 10:00-20:00,Csütörtök - Szombat: 10:00-21:00,Vasárnap: 10:00-18:00
Budapest;Budapest, XII. kerület;Pick Pack Pont;Inmedio-Hegyvidék bevezető;1124 XII. kerület, Apor Vilmos tér 11-12 (Magasföldszinten, OTP-vel szemben);0;0;1;47.4910408;19.012470999999998;Hétfő - Péntek: 8:00-20:00,Szombat: 8:00-19:00,Vasárnap: 10:00-14:00
Budapest;Budapest, XIII. kerület;Telekom üzlet;Duna Plaza második emelet;Duna Plaza bevásárlóközpont 1138 XIII. kerület, Váci út 178. (második emelet);1;1;1;47.54911530617427;19.072935915344264;Hétfő - Szombat: 10:00-20:00,Vasárnap: 10:00-19:00
Budapest;Budapest, XIII. kerület;Pick Pack Pont;220volt (Béke tér);1135 XIII. kerület, Szegedi út 42-44.;0;0;1;47.528746399999996;19.083218600000002;Hétfő - Szombat: 9:00-19:00,Vasárnap: Zárva
Budapest;Budapest, XIII. kerület;Pick Pack Pont;Inmedio-Bp. Váci úti TESCO;TESCO bevásárlóközpont 1138 XIII. kerület, Gács út 3;0;0;1;47.5557527691122;19.080126037048327;Hétfő - Szombat: 8:00-20:00,Vasárnap: 8:00-19:00
Budapest;Budapest, XIII. kerület;Pick Pack Pont;MOL - Pap Károly u.;1138 XIII. kerület, Pap Károly utca;0;0;1;47.532400200000005;19.0718721;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XIII. kerület;Pick Pack Pont;OMV-Róbert Károly krt. 64-66.;1134 XIII. kerület, Róbert Károly körút 64-66 (Beko Gold Kft.);0;0;1;47.527563;19.075513;Hétfő - Vasárnap: 6:00-23:00
Budapest;Budapest, XIII. kerület;Pick Pack Pont;OMV-Váci út 95.;1139 XIII. kerület, Váci út 95;0;0;1;47.53897;19.069886999999998;Hétfő - Vasárnap: 0:00-24:00
Budapest;Budapest, XIII. kerület;Pick Pack Pont;Playersroom-Duna Plaza (Fila);Duna Plaza bevásárlóközpont 1134 XIII. kerület, Váci út 178 (Földszint, főbejárat jobbra a második üzlet.);0;0;1;47.549376;19.072893;Hétfő - Szombat: 10:00-21:00,Vasárnap: 10:00-19:00
Budapest;Budapest, XIII. kerület;Pick Pack Pont;Relay-Árpád híd Metró;Árpád híd metrómegálló 1132 XIII. kerület, Váci út (A Rendőrpalota felé eső alagútban a József Attila színház felé a trafik mellett);0;0;1;47.532681844748524;19.066752948748785;Hétfő - Péntek: 4:30-20:00,Szombat: 4:30-16:00,Vasárnap: 6:00-13:00
Budapest;Budapest, XIII. kerület;Pick Pack Pont;Relay-Lehel tér Metró;Lehel tér metrómegálló 1134 XIII. kerület, Lehel tér (WEST END-hez közelebb eső aluljáróban a Lottózó mellett);0;0;1;47.51726400620464;19.060195440475468;Hétfő - Péntek: 4:30-19:00,Szombat: 5:00-15:00,Vasárnap: Zárva
